price,size,rooms,toilets,suites,parking_spots,elevator,furnished,swimming_pool,district,nearest_station_distance,distance_to_city_center
2500,62,2,2,1,1,1,0,0,Saúde,1508.1377157102613,6005.439944623908
3980,99,3,3,1,3,1,0,1,Saúde,745.6701075707982,5243.6352750996175
2553,59,2,2,1,1,0,1,0,Saúde,532.2363485014738,4904.017582021065
2550,48,2,2,1,1,0,0,1,Saúde,848.2850357174741,4596.447848416161
1550,45,1,2,1,1,0,0,0,Saúde,472.1255725214849,5254.451485833805
2480,65,2,2,1,1,1,0,1,Saúde,1508.1377157102613,6005.439944623908
2205,60,2,2,1,1,1,0,1,Saúde,566.4653921661402,5108.569411425655
2800,54,2,2,1,2,1,1,1,Saúde,1508.1377157102613,6005.439944623908
5079,115,4,5,2,4,0,0,1,Saúde,341.5406066936587,4867.255397967705
3250,80,3,2,1,2,0,0,1,Saúde,701.6770467107428,5152.112643512764
2200,64,2,2,1,1,0,0,1,Saúde,261.86993997095226,5633.825883867824
2517,53,2,2,1,1,1,0,1,Saúde,397.24758876496765,5180.563515739505
2300,60,2,2,1,1,1,0,0,Saúde,606.8453055293029,4656.239979590417
4507,93,3,2,1,2,0,0,1,Saúde,1749.4615727556138,6061.976573128985
2850,65,2,2,1,2,0,1,1,Saúde,1508.1377157102613,6005.439944623908
2700,75,2,2,1,1,1,0,0,Saúde,355.4221598091662,5394.686756509662
3000,78,3,2,1,1,1,0,1,Saúde,350.4799874919178,5012.051453216353
2790,74,3,2,1,1,1,0,0,Saúde,481.6568754795732,5006.67690755771
2050,49,2,2,1,1,1,0,1,Socorro,1464.9970935767687,12801.05932204384
1800,83,2,2,1,1,1,0,0,Socorro,2625.6733104132186,12677.170739697478
2020,60,2,2,1,1,1,1,0,Socorro,1473.1755462589938,12756.984586754079
2080,72,3,2,1,1,1,0,0,Socorro,2997.0303434459497,12769.096240162175
2000,75,3,2,1,1,1,0,0,Socorro,2997.0303434459497,12769.096240162175
1550,50,2,2,1,1,1,0,1,Socorro,1883.837288267921,12586.394342831723
1700,55,2,2,1,1,1,0,0,Socorro,1370.3211660614909,12582.407212585433
2080,75,3,2,1,1,1,1,0,Socorro,2997.0303434459497,12769.096240162175
1950,49,2,2,1,1,1,0,1,Socorro,1464.9970935767687,12801.05932204384
1500,50,2,2,1,1,1,0,0,Socorro,1120.6653643219086,13036.123286743856
1580,60,2,2,1,1,1,0,0,Socorro,1092.3377020383657,13065.668213742514
2107,83,3,2,1,1,0,0,0,Socorro,2625.6733104132186,12677.170739697478
1900,75,3,2,1,1,1,0,1,Socorro,2963.023639521694,12642.216962892542
2000,55,2,2,1,1,0,0,0,Socorro,1473.1755462589938,12756.984586754079
1300,70,2,2,1,1,1,0,0,Socorro,1421.0654433840725,12460.215297888997
1391,35,1,2,1,1,0,0,0,Socorro,1155.934700554597,12521.930195937619
2100,75,3,2,1,1,1,0,1,Socorro,2908.6638536262026,12748.716666578342
2000,70,3,2,1,1,1,0,0,Socorro,2971.493428736005,12777.634162967666
2840,74,3,2,1,1,1,0,0,Socorro,2997.0303434459497,12769.096240162175
2200,52,2,2,1,1,1,1,1,Socorro,1389.3852270669,12881.891135868445
1580,50,2,2,1,1,1,0,0,Socorro,1036.2096111527658,13030.277484844519
2020,65,2,2,1,1,0,1,0,Socorro,1496.0972685888296,12713.11998816374
2080,73,3,2,1,1,0,0,0,Socorro,2997.0303434459497,12769.096240162175
2040,74,3,2,1,1,0,0,0,Socorro,2971.493428736005,12777.634162967666
2200,73,3,2,1,1,0,0,0,Socorro,2997.0303434459497,12769.096240162175
5700,134,3,5,3,2,0,0,1,Socorro,1944.5419251521719,11511.95441292549
1960,75,3,2,1,1,1,0,0,Socorro,1120.6653643219086,13036.123286743856
2110,52,2,2,1,1,0,0,0,Socorro,1464.9970935767687,12801.05932204384
2437,52,2,2,1,1,1,0,1,Socorro,1883.837288267921,12586.394342831723
1800,50,2,2,1,1,1,0,1,Socorro,1464.9970935767687,12801.05932204384
2000,75,3,2,1,1,0,0,0,Socorro,1036.2096111527658,13030.277484844519
2110,83,3,2,1,1,1,0,0,Socorro,2625.6733104132186,12677.170739697478
1842,52,2,2,1,1,1,0,0,Socorro,1889.058810058847,12593.638995913894
2075,83,3,2,1,1,0,0,0,Socorro,2625.6733104132186,12677.170739697478
2075,83,3,2,1,1,1,0,0,Socorro,2625.6733104132186,12677.170739697478
1850,83,3,2,1,1,1,0,0,Socorro,2625.6733104132186,12677.170739697478
2940,55,2,2,1,1,1,0,1,Vila Andrade,1114.1040396357453,12792.386191707954
3590,120,3,2,1,2,1,1,1,Vila Andrade,701.3306869340912,12957.85161298079
2008,45,1,2,1,1,1,0,1,Vila Andrade,1270.3771669015332,12070.768900214605
5075,196,3,5,3,3,0,0,0,Vila Andrade,1536.2143644797268,12406.234313140283
5425,145,1,3,1,2,1,1,1,Vila Andrade,1551.1443182739729,12131.103751226372
15790,200,3,5,3,4,1,1,1,Vila Andrade,1119.384195286454,11954.426083499458
2322,70,2,2,1,2,1,0,1,Vila Andrade,966.6164408214371,12828.634839204211
7208,243,4,5,4,4,0,0,1,Vila Andrade,1952.9695064090365,10875.26335088125
2550,65,1,2,1,1,1,1,1,Vila Andrade,758.8437194083872,12237.884625613706
1800,47,2,2,1,1,0,0,1,Vila Andrade,978.7276369377013,13457.04855150022
9900,211,3,5,3,3,1,0,1,Vila Andrade,843.4549231776522,12273.005751559951
2650,58,2,2,1,1,0,0,1,Vila Andrade,1109.0437826791194,13054.330534783947
4000,126,3,4,3,3,1,0,1,Vila Andrade,1212.501996918051,12209.252021400638
3980,110,3,4,1,2,1,0,1,Vila Andrade,994.1022708475757,12098.82563841297
3450,96,3,3,1,2,1,1,1,Vila Andrade,658.0891460415622,12507.607776921875
3232,66,3,2,1,2,0,0,1,Vila Andrade,978.7276369377013,13457.04855150022
2700,57,2,2,1,1,1,0,1,Vila Andrade,1001.2288501380687,11937.854114589336
3901,67,2,2,1,1,1,1,1,Vila Andrade,1034.9536412956932,12830.600273676277
3280,99,3,3,1,2,1,0,0,Vila Andrade,644.6560553197774,12491.2567696261
3650,103,2,3,2,2,1,0,1,Vila Andrade,940.3013919210615,12880.220489880288
3036,71,2,2,1,2,1,0,1,Vila Andrade,1165.6300783530226,12905.106794832791
2380,45,1,2,1,1,1,0,1,Vila Andrade,1270.3771669015332,12070.768900214605
2200,58,1,2,1,2,0,1,1,Vila Andrade,1445.8749431378628,11894.632617129091
4400,130,4,5,4,3,0,0,0,Vila Andrade,1286.4111750230693,12198.828640972093
2870,71,2,2,1,2,0,0,1,Vila Andrade,1165.6300783530226,12905.106794832791
2310,38,1,2,1,1,0,0,1,Vila Andrade,1200.0943257614454,12774.61624642422
2200,50,2,2,1,1,1,0,1,Vila Andrade,1033.8395486005015,12310.11551741869
4250,133,3,4,3,2,1,0,1,Vila Andrade,1335.243083589915,12991.725200103358
3000,87,2,3,2,2,0,0,0,Vila Andrade,1182.7196723411585,12946.379182925479
2690,68,3,2,1,2,1,1,1,Vila Andrade,389.8605707005829,12724.7967678328
2880,83,3,2,1,2,0,0,1,Vila Andrade,1054.4190455240782,12836.825342451697
2120,51,2,2,1,1,1,0,1,Vila Andrade,1367.816179857305,12615.925658238464
3100,87,2,2,1,2,1,0,1,Vila Andrade,909.930492784516,13106.449736911567
2318,64,2,2,1,2,0,0,1,Vila Andrade,1499.4411659753146,12222.1119744781
5000,107,2,3,2,2,1,0,1,Vila Andrade,1436.3538258906342,12579.090592363897
2580,40,1,2,1,1,1,0,0,Vila Mariana,380.35755590275437,2438.636452242956
3830,76,3,2,1,2,1,0,1,Vila Mariana,504.69328344415925,3947.1574619478943
2256,55,2,2,1,1,1,0,0,Vila Mariana,415.5500620989608,3860.220369504944
6785,119,3,2,1,4,1,1,1,Vila Mariana,883.5499339633061,2689.7771852584196
4780,62,2,2,1,2,1,0,1,Vila Mariana,424.29424275592345,2688.2420153627786
3200,46,1,2,1,1,1,0,1,Vila Mariana,473.2936020982192,3372.141653254176
3100,35,1,2,1,1,1,1,1,Vila Mariana,376.128448316069,3726.799375864192
5120,137,3,3,1,1,1,1,1,Vila Mariana,265.162411825278,2261.380903387876
3846,40,1,2,1,1,1,0,1,Vila Mariana,373.78631585070485,2827.3522536598052
2580,70,3,2,1,1,1,0,0,Vila Mariana,574.7914529540216,3933.0206199562294
2756,55,2,2,1,1,1,1,1,Vila Mariana,691.2516834548454,4125.170701440562
2230,40,1,2,1,1,0,0,0,Vila Mariana,159.84476295696717,3168.839807110985
2756,55,2,2,1,1,1,1,1,Vila Mariana,691.2516834548454,4125.170701440562
3402,107,2,2,1,1,1,0,0,Vila Mariana,621.8975484625861,2926.9756699020095
3400,44,1,2,1,1,0,0,1,Vila Mariana,473.2936020982192,3372.141653254176
2564,60,2,2,1,1,1,0,0,Vila Mariana,388.3369392169457,2325.2906459391047
5850,70,2,2,1,2,0,1,1,Vila Mariana,290.2817865193099,2805.398208896828
2866,85,2,2,1,1,1,0,0,Vila Mariana,398.9015693000682,2246.632025002314
2180,70,2,2,1,1,1,0,0,Vila Mariana,363.03305905688586,3100.135701112913
4800,80,3,2,1,2,0,1,1,Vila Mariana,476.04090905998345,3036.195266590434
2881,186,3,2,1,1,0,0,0,Vila Mariana,966.3111202001406,2742.497559617481
22000,222,4,4,3,4,0,1,1,Vila Mariana,534.9408078162642,3235.318032042125
2120,35,1,2,1,1,1,0,1,Vila Mariana,529.9694115795452,2744.7781107828077
2620,35,1,2,1,1,1,1,1,Vila Mariana,718.6036687319487,2733.6001689486648
3000,45,1,2,1,1,0,1,1,Vila Mariana,269.92989869527645,2896.663684764225
2980,68,2,2,1,1,0,0,1,Vila Mariana,683.7591782321734,2791.025431207301
4500,148,3,5,3,2,0,0,0,Vila Mariana,1092.1544130587793,3360.8161711583252
3330,53,2,2,1,1,1,0,1,Vila Mariana,455.18118152767977,3816.498135513765
4400,90,3,3,1,2,1,0,1,Vila Mariana,1123.2706656296598,2848.0598308660415
13280,161,4,4,3,4,1,0,1,Vila Mariana,764.1213090111711,3179.2741549206758
3005,92,3,2,1,1,1,0,0,Vila Mariana,425.6788315528547,3752.9311397459333
10400,157,3,4,3,3,0,0,0,Vila Mariana,775.0111452596217,3071.1887670361652
6360,86,2,2,1,2,0,0,1,Vila Mariana,712.7820807789985,2813.6733194574626
7150,109,2,4,2,2,0,0,1,Vila Mariana,779.3069971482892,2596.228659159291
19000,290,4,6,4,4,1,0,1,Vila Mariana,1109.040376668979,2911.9353648737433
18200,277,4,6,4,4,1,0,1,Vila Mariana,608.3514356770359,2142.442584605975
3350,35,1,2,1,1,1,1,1,Vila Mariana,353.92002224429285,3578.0058009876648
2100,85,2,2,1,1,0,0,0,Vila Mariana,612.3571625648152,4636.371275012883
6800,90,2,3,2,2,0,1,1,Vila Mariana,679.8579274794856,3055.3727168473088
28320,222,4,5,4,9,1,0,1,Vila Mariana,387.8553759488736,3440.654701647361
2650,52,1,2,1,1,1,1,1,Vila Mariana,718.6036687319487,2733.6001689486648
7450,180,4,4,2,2,0,0,1,Vila Mariana,832.6066985537891,2915.742705530931
2764,70,3,2,1,1,1,1,1,Vila Mariana,621.0814106961127,4658.2213041503055
7150,109,2,3,2,4,1,0,1,Vila Mariana,779.3069971482892,2596.228659159291
3950,45,1,2,1,1,1,1,1,Vila Mariana,473.2936020982192,3372.141653254176
4360,100,3,2,1,3,0,0,1,Vila Mariana,394.6737108499083,4419.0276861465745
8500,230,3,4,3,5,0,0,1,Vila Mariana,233.54585790045115,3571.7907204833045
13280,160,3,5,3,4,1,0,1,Vila Mariana,764.1213090111711,3179.2741549206758
21100,222,4,6,4,4,1,1,1,Vila Mariana,387.8553759488736,3440.654701647361
7300,110,2,3,2,1,0,0,1,Vila Mariana,269.32542841697546,3037.783039894161
10754,220,4,5,3,3,1,1,1,Vila Mariana,287.4851768702297,2237.724097123332
5600,103,2,3,1,1,0,1,0,Vila Mariana,497.2821685599262,2403.57639659897
5974,84,2,3,2,2,1,0,1,Vila Mariana,699.0932703615143,2558.911396828307
3370,82,2,2,1,1,0,0,0,Vila Mariana,398.9015693000682,2246.632025002314
3107,54,2,2,1,1,1,0,1,Vila Mariana,772.5798574494504,2616.6652735855732
2510,70,2,2,1,1,1,0,0,Vila Mariana,421.8187197801912,4443.371505732971
3446,60,2,2,1,1,1,0,1,Vila Mariana,500.1658457401928,2786.495729907883
8892,220,4,4,3,3,1,1,1,Vila Mariana,296.97759955944684,2229.382127592525
14700,161,3,4,3,3,1,1,1,Vila Mariana,919.0590960871581,2752.47344731143
4220,152,3,2,1,2,0,0,0,Vila Mariana,809.5840852266023,2045.2324060834255
3500,55,2,2,1,1,1,0,1,Vila Mariana,416.2845903613144,2294.9854527486245
5900,105,3,3,1,2,1,1,1,Vila Mariana,689.9984504596878,3041.486658809132
3300,56,2,2,1,1,1,0,1,Vila Mariana,427.1981999005058,2868.62489515652
2350,85,2,2,1,1,0,0,0,Vila Mariana,286.17332066217006,3934.073435390501
5400,140,3,2,1,2,0,0,1,Vila Mariana,357.6243603718592,2753.41378661663
4550,113,3,3,1,1,0,0,0,Vila Mariana,454.84885179766815,2849.623403087446
13000,215,3,4,1,3,1,0,1,Vila Mariana,247.43935907385574,3327.506138636679
2345,64,2,2,1,1,1,0,1,Vila Sônia,2221.715913531736,12087.137043690213
1684,50,2,2,1,1,1,0,1,Vila Sônia,1536.357389231703,11169.824288494849
3080,84,3,2,1,2,1,0,1,Vila Sônia,2173.0197677981514,12031.273412933706
2820,64,2,2,1,1,1,1,1,Vila Sônia,2221.715913531736,12087.137043690213
2720,117,1,2,1,1,0,0,0,Vila Sônia,1467.8089756266495,11331.50151832173
2400,65,2,2,1,1,0,0,0,Vila Sônia,2188.555680553124,12047.118376837896
3590,103,4,4,1,2,1,0,1,Vila Sônia,2140.097438592428,11993.233020557906
2900,82,3,2,1,2,1,1,1,Vila Sônia,2214.9479557970894,12033.98684127538
2900,100,3,4,1,3,1,0,1,Vila Sônia,1007.4578040209061,10360.373113945818
2104,68,3,2,1,1,1,0,1,Vila Sônia,1749.8028409462204,11606.932107423869
3070,82,3,2,1,2,1,0,1,Vila Sônia,2182.8209730309977,12053.932722819209
11840,200,3,4,3,4,0,1,1,Vila Sônia,883.6471752140153,10203.455997142515
3500,82,2,2,1,2,1,0,1,Vila Sônia,2221.715913531736,12087.137043690213
6750,190,3,5,3,3,1,1,1,Vila Sônia,759.2869844822659,10482.623647964738
3700,75,2,3,2,2,0,0,0,Vila Sônia,2369.3545986343443,11956.694138141238
2175,60,2,2,1,1,0,0,0,Vila Sônia,2480.408778772362,12316.39089654802
2093,56,2,2,1,2,0,0,0,Vila Sônia,2239.122828190848,11939.05709998859
2953,72,3,2,1,2,1,1,1,Vila Sônia,606.0236264429385,10463.55978410218
4000,102,3,2,1,2,1,0,1,Vila Sônia,2391.246762471203,12041.290541804869
3300,96,3,2,1,1,0,0,1,Vila Sônia,1425.29628404426,11075.926537044876
1570,50,2,2,1,1,1,0,1,Vila Sônia,2470.913922465952,12345.71488244758
6833,153,4,4,2,3,0,0,1,Vila Sônia,992.8716184793304,9803.759294815143
2491,80,3,2,1,1,0,0,0,Vila Sônia,2366.7126645632543,11924.683997224103
2650,103,3,2,1,2,1,0,1,Vila Sônia,2356.3750555316033,12123.506149727777
2850,84,3,2,1,2,1,0,1,Vila Sônia,997.103130240661,10863.038158001613
4870,165,4,5,2,2,0,0,1,Vila Sônia,1184.6846908820269,10874.861484211417
4395,103,2,2,1,1,0,0,0,Vila Sônia,973.4116152242135,10353.619174314916
5400,165,3,6,3,2,0,0,1,Vila Sônia,1184.6846908820269,10874.861484211417
1823,50,2,2,1,1,1,0,1,Vila Sônia,1536.357389231703,11169.824288494849
2805,95,3,2,1,3,1,0,1,Vila Sônia,1199.7967052574375,10443.249971433841
6000,150,4,5,2,3,1,0,1,Vila Sônia,1119.0844774115867,10412.207365026412
1820,64,3,2,1,1,1,0,0,Vila Sônia,774.6188053848185,10478.98093020042
1900,48,2,2,1,1,1,0,1,Vila Sônia,3057.2524887735913,12937.947426829984
1691,50,2,2,1,1,0,0,1,Vila Sônia,1536.357389231703,11169.824288494849
2953,100,3,2,1,3,1,0,1,Vila Sônia,1176.840287368598,10456.29024050083
3200,80,3,2,1,2,1,1,1,Vila Sônia,683.3488069818267,10502.451558127636
7800,150,3,4,2,3,1,0,1,Alto de Pinheiros,859.6484224785437,6588.3745801146915
6350,125,3,2,1,2,0,1,1,Alto de Pinheiros,1932.8440839014374,8788.499706478877
5000,128,3,4,1,3,0,1,1,Alto de Pinheiros,2525.0046900513066,8334.952581847341
2175,63,3,2,1,1,0,0,0,Alto de Pinheiros,2442.008439793111,8662.361887667217
16500,190,3,5,3,3,1,1,1,Alto de Pinheiros,2632.8013526779027,8852.334923109698
2220,66,3,2,1,1,0,0,0,Alto de Pinheiros,2392.5479407601683,8566.134873878793
6100,130,4,3,1,2,1,0,1,Alto de Pinheiros,976.666235302258,6766.499793436292
56800,598,4,7,4,6,1,0,1,Alto de Pinheiros,2214.045814989131,9218.070163331959
5500,133,3,3,2,3,0,0,1,Alto de Pinheiros,2728.326215534396,9237.46156877164
2169,66,3,2,1,1,0,0,0,Alto de Pinheiros,1705.4546789317028,7958.153995867102
2120,71,3,2,1,1,0,0,0,Alto de Pinheiros,2397.340833031644,8572.942760152378
2886,80,2,2,1,1,0,0,0,Alto de Pinheiros,982.1427220031726,6736.743043740738
6600,170,3,4,1,2,0,0,1,Alto de Pinheiros,2588.6284964391243,8922.928157477812
3750,89,3,2,1,1,0,0,0,Alto de Pinheiros,2642.1406060600843,8628.403911673782
2620,71,3,2,1,1,0,0,0,Alto de Pinheiros,2397.340833031644,8572.942760152378
5000,168,3,3,1,2,0,0,1,Alto de Pinheiros,1705.4546789317028,7958.153995867102
20113,269,3,4,3,3,1,1,1,Alto de Pinheiros,2463.819868276951,9568.810495558255
3750,89,3,2,1,1,0,0,0,Alto de Pinheiros,2642.1406060600843,8628.403911673782
8000,170,3,3,1,2,1,0,1,Alto de Pinheiros,2588.6284964391243,8922.928157477812
3878,99,2,2,1,1,0,0,0,Alto de Pinheiros,628.085213940933,4654.644317246204
3500,33,1,2,1,1,1,1,1,Alto de Pinheiros,907.525669522912,6524.095481113461
3650,95,3,2,1,2,0,0,1,Alto de Pinheiros,2904.736787736613,8935.579631080187
2252,66,3,2,1,1,0,0,0,Alto de Pinheiros,1705.4546789317028,7958.153995867102
3750,89,3,2,1,1,1,0,0,Alto de Pinheiros,2642.1406060600843,8628.403911673782
3505,104,3,3,1,1,0,0,0,Alto de Pinheiros,856.8318063109958,6617.565932490799
8000,165,3,3,1,2,0,0,0,Alto de Pinheiros,2603.546327580415,8957.142065983568
4600,120,3,3,1,2,1,0,1,Alto de Pinheiros,2382.3876660559185,8180.442046001324
19700,377,4,6,4,5,1,0,1,Alto de Pinheiros,1986.3504633907764,8901.83804904057
13178,190,3,5,3,3,1,0,1,Alto de Pinheiros,1705.4546789317028,7958.153995867102
2202,66,3,2,1,1,1,0,0,Alto de Pinheiros,2442.008439793111,8662.361887667217
2120,71,3,2,1,1,0,0,0,Alto de Pinheiros,2397.340833031644,8572.942760152378
4500,120,3,3,1,2,1,0,1,Alto de Pinheiros,2382.3876660559185,8180.442046001324
5050,74,1,2,1,1,0,0,1,Alto de Pinheiros,618.1448394707755,6379.43331084727
14371,220,4,3,2,4,0,0,1,Alto de Pinheiros,1532.9277486940396,8400.869491711721
6150,155,3,3,1,2,1,0,1,Alto de Pinheiros,2877.596170732778,8938.979652355332
3437,62,2,2,1,1,1,0,1,Anhanguera,1004.6274344134121,2645.847375823247
2300,50,2,2,1,1,1,0,1,Anhanguera,1004.6274344134121,2645.847375823247
1470,70,2,2,1,1,1,0,0,Anhanguera,891.7028496722353,2511.3618393569104
1470,70,2,2,1,1,1,0,0,Anhanguera,747.163005767903,2390.7241901618336
1470,68,2,2,1,1,0,0,0,Anhanguera,747.163005767903,2390.7241901618336
1470,70,2,2,1,1,1,0,0,Anhanguera,891.7028496722353,2511.3618393569104
1450,40,1,2,1,1,0,0,0,Anhanguera,595.5941066609797,2251.9980833165546
1360,40,1,2,1,1,0,0,0,Anhanguera,626.2025053693932,2256.406857354927
1340,60,1,2,1,1,0,0,0,Anhanguera,1073.0773601357048,2680.061488477031
1350,40,1,2,1,1,0,0,0,Anhanguera,579.6592247578158,2261.896779948755
5700,117,2,4,2,2,0,0,1,Anhanguera,890.8044567662898,2557.4619236210133
6200,145,4,4,2,3,1,0,1,Anhanguera,937.3777955495664,2431.196153311331
8080,145,4,1,2,3,1,0,1,Anhanguera,935.0245444489973,2428.791481268573
6500,145,4,5,2,3,1,1,1,Anhanguera,970.8491672993829,2557.985134924768
6200,145,4,5,2,3,1,1,1,Anhanguera,970.8491672993829,2557.985134924768
1450,80,3,2,1,1,0,0,0,Anhanguera,1026.4375253278624,2417.955187924263
4600,88,3,2,1,2,1,0,1,Anhanguera,836.6979469927537,2678.294560243336
1470,60,2,2,1,1,0,0,0,Anhanguera,747.163005767903,2390.7241901618336
3535,58,2,2,1,1,0,0,1,Anhanguera,857.9039300399374,2725.383913385718
3080,60,2,2,1,1,1,1,1,Anhanguera,857.9039300399374,2725.383913385718
3535,60,2,2,1,1,1,0,0,Anhanguera,857.9039300399374,2725.383913385718
2550,60,2,2,1,1,1,0,1,Anhanguera,857.9039300399374,2725.383913385718
2550,58,2,2,1,1,1,0,1,Anhanguera,857.9039300399374,2725.383913385718
2500,60,2,3,1,1,1,0,1,Anhanguera,857.9039300399374,2725.383913385718
2950,58,2,2,1,1,1,1,0,Anhanguera,857.9039300399374,2725.383913385718
3350,65,2,2,1,2,1,0,1,Anhanguera,857.9039300399374,2725.383913385718
2298,58,2,2,1,1,1,0,1,Anhanguera,857.9039300399374,2725.383913385718
2730,65,2,2,1,1,1,0,1,Anhanguera,857.9039300399374,2725.383913385718
3050,60,2,2,1,1,1,1,1,Anhanguera,857.9039300399374,2725.383913385718
6250,145,4,3,2,3,1,0,1,Anhanguera,857.9039300399374,2725.383913385718
3535,58,2,2,1,1,0,1,1,Anhanguera,857.9039300399374,2725.383913385718
3535,58,2,2,1,1,0,1,1,Anhanguera,857.9039300399374,2725.383913385718
2878,55,2,2,1,1,1,1,0,Anhanguera,857.9039300399374,2725.383913385718
3140,58,2,2,1,1,1,1,1,Anhanguera,857.9039300399374,2725.383913385718
3535,58,2,2,1,1,0,1,1,Anhanguera,857.9039300399374,2725.383913385718
1974,48,2,2,1,1,0,0,0,Brasilândia,4686.069502886247,8031.487559427486
1300,48,2,2,1,1,0,0,0,Brasilândia,6161.684961196014,9652.011664370855
1420,50,2,2,1,1,0,0,0,Brasilândia,4673.921773303723,8014.973883892281
1282,50,2,2,1,1,0,0,0,Brasilândia,4472.961875743949,7791.945548953538
700,62,2,2,1,1,0,0,0,Brasilândia,6486.728197266743,10004.919164327865
1500,48,2,2,1,1,0,0,0,Brasilândia,4673.921773303723,8014.973883892281
1400,48,2,2,1,1,0,0,0,Brasilândia,4673.921773303723,8014.973883892281
1530,49,2,2,1,1,1,0,0,Brasilândia,4673.921773303723,8014.973883892281
1370,50,2,2,1,1,1,0,0,Brasilândia,6127.9149768920015,9615.866431635795
1315,49,2,2,1,1,1,0,0,Brasilândia,4673.921773303723,8014.973883892281
1700,56,2,2,1,1,0,0,1,Brasilândia,5455.017749427044,8958.443660339639
1300,55,2,2,1,1,1,0,0,Brasilândia,6168.412243535955,9659.241890725474
1250,61,3,2,1,1,0,0,0,Brasilândia,4340.019938846007,7633.304639105972
1411,50,2,2,1,1,0,0,0,Brasilândia,4673.921773303723,8014.973883892281
1349,50,2,2,1,1,0,0,0,Brasilândia,4547.599241520117,7888.997029808826
1570,50,2,2,1,1,0,0,0,Brasilândia,5455.017749427044,8958.443660339639
1292,50,2,2,1,1,0,0,0,Brasilândia,4547.599241520117,7888.997029808826
1460,49,2,2,1,1,1,0,0,Brasilândia,4673.921773303723,8014.973883892281
1500,70,2,2,1,1,1,0,0,Brasilândia,4673.921773303723,8014.973883892281
1780,45,2,2,1,1,0,0,0,Brasilândia,5524.552892172829,9047.145179779149
1470,51,2,2,1,1,1,0,1,Brasilândia,5524.552892172829,9047.145179779149
1198,50,2,2,1,1,1,0,0,Brasilândia,4493.289093553884,7832.340981734919
2010,46,2,2,1,1,0,0,0,Brasilândia,4414.763129956877,7525.11117029957
1750,49,2,2,1,1,0,0,1,Brasilândia,4335.843617373681,7720.099282226994
950,60,2,2,1,1,0,0,0,Brasilândia,5361.525453274667,8741.1174862111
1580,58,2,2,1,1,1,1,1,Brasilândia,5171.887856528933,8717.131585267069
1713,50,2,2,1,1,0,0,0,Brasilândia,4493.289093553884,7832.340981734919
1260,58,2,2,1,1,0,0,0,Brasilândia,7102.791325003774,10462.736875392608
2530,45,2,2,1,1,1,0,1,Brasilândia,4418.465159318833,7523.691921683894
1750,49,2,2,1,1,0,0,1,Brasilândia,4335.843617373681,7720.099282226994
1430,50,2,2,1,1,0,0,1,Brasilândia,5171.887856528933,8717.131585267069
1672,58,2,2,1,1,0,0,1,Brasilândia,5171.887856528933,8717.131585267069
1260,58,2,2,1,1,0,0,0,Brasilândia,7102.791325003774,10462.736875392608
3570,105,3,2,1,1,0,0,0,Butantã,403.71682902499856,8266.519423813517
2520,58,2,2,1,1,1,0,0,Butantã,1302.9239450851167,11053.299676620329
2750,80,3,2,1,2,1,0,1,Butantã,1162.6424008161198,10958.935171339526
2727,72,3,2,1,2,0,0,1,Butantã,2843.0285174920464,12491.1330593255
1565,55,2,2,1,1,1,0,1,Butantã,3730.7925210140265,12786.713157384936
2534,62,3,2,1,1,0,0,1,Butantã,1573.2391480854035,9208.708915441262
3620,100,3,3,1,2,0,0,1,Butantã,5292.767730425688,15596.678490930492
1724,62,3,2,1,1,0,0,0,Butantã,3812.1612842234363,13167.469476306502
2800,77,2,2,1,2,1,0,1,Butantã,1573.2391480854035,9208.708915441262
6300,171,3,5,3,3,1,0,1,Butantã,5290.380298465986,15617.808796290357
1550,65,2,2,1,1,1,1,0,Butantã,4850.5960000972855,14667.195029812669
2850,77,2,2,1,2,1,0,1,Butantã,4531.2933412215725,14280.444924139661
1900,60,2,2,1,1,0,0,0,Butantã,6348.1063598268875,17934.929279740678
1900,52,2,2,1,1,1,1,0,Butantã,1800.0452548490591,11613.948308731755
3150,65,2,2,1,2,1,0,1,Butantã,1227.653582895509,10598.357905425435
1480,65,2,2,1,1,0,0,0,Butantã,3191.741067616592,12532.461631381027
2202,65,2,2,1,1,1,0,1,Butantã,3477.260765966977,12583.372232704329
2464,72,3,2,1,2,0,0,1,Butantã,2843.0285174920464,12491.1330593255
2534,62,3,2,1,1,1,1,1,Butantã,2875.1785938884973,12167.746017158202
2625,115,3,3,1,2,0,0,1,Butantã,2813.3135706656512,12254.198221575647
2285,74,3,2,1,1,1,0,0,Butantã,1038.2166250003959,9220.037621305692
2150,60,2,2,1,1,0,0,1,Butantã,2273.4311461145544,12082.652850485996
1600,52,2,2,1,1,1,1,0,Butantã,5459.498742059215,15199.39012936361
1900,70,2,2,1,1,0,0,1,Butantã,3041.909943066407,12476.961815539093
2150,60,2,2,1,1,1,0,1,Butantã,2075.4542867077,11929.93944595092
2678,68,3,2,1,2,0,0,0,Butantã,1269.128857851728,10556.53298355379
2109,55,2,2,1,1,0,0,0,Butantã,3033.5587138412984,12141.16094806389
1792,54,2,2,1,1,1,0,1,Butantã,3053.5281990043754,12375.696482197349
1932,58,2,2,1,2,0,0,1,Butantã,4462.7197250378995,13926.18246308835
2240,66,2,2,1,1,1,0,1,Butantã,3483.6982994200926,12585.605016591624
1400,52,2,2,1,1,1,0,0,Butantã,5459.498742059215,15199.39012936361
