price,size,rooms,toilets,suites,parking_spots,elevator,furnished,swimming_pool,district,nearest_station_distance,distance_to_city_center
2120,64,3,2,1,1,0,0,1,Carrão,1631.1759883579266,10401.986445560291
1750,60,2,2,1,1,0,0,1,Carrão,1790.6808324083954,10837.507998490335
2878,75,3,2,1,2,0,0,1,Carrão,940.8577774001297,10833.44294121287
2050,54,2,2,1,1,0,0,1,Carrão,628.3015279671914,10285.415449593382
1948,48,2,2,1,1,1,0,1,Carrão,2041.2012659900713,12716.565520049253
1910,64,2,2,1,1,0,0,0,Carrão,2001.586606362732,11815.678034087752
1697,48,2,2,1,1,0,0,0,Carrão,1970.6783741744687,11042.685483512269
1650,48,2,2,1,1,0,0,0,Carrão,1709.79788410983,12593.091337247439
1320,50,2,2,1,1,0,0,0,Carrão,1819.1383008815546,12978.921962227707
2174,70,2,2,1,1,1,1,0,Carrão,1233.821371332953,9639.427269848104
2035,56,2,2,1,1,0,0,1,Carrão,1814.9967723608904,10312.38139358612
1950,72,2,2,1,1,1,0,0,Carrão,1842.405756546264,11068.81224989941
3750,114,3,3,1,2,1,1,1,Carrão,1418.2384813071828,10426.405081733916
1330,40,1,2,1,1,0,0,0,Carrão,836.1210904623741,11099.70565482175
2200,106,3,2,1,1,1,0,1,Carrão,1868.9820518903314,11013.83738034596
1670,50,2,2,1,1,1,0,0,Carrão,1819.1383008815546,12978.921962227707
2370,77,3,2,1,2,1,0,1,Carrão,1791.8452746340427,12266.721485455642
2446,61,2,2,1,1,0,0,1,Carrão,1631.1759883579266,10401.986445560291
4500,198,3,2,1,3,0,0,1,Carrão,1418.2384813071828,10426.405081733916
1300,35,2,2,1,1,0,0,0,Carrão,1180.976495272934,10820.156861202726
2370,78,3,2,1,2,0,0,1,Carrão,1791.8452746340427,12266.721485455642
1883,72,2,2,1,1,1,0,1,Carrão,2361.9287145963003,11986.594819945063
1840,62,2,2,1,1,1,0,1,Carrão,2339.708568395629,11883.090702508218
1650,50,2,2,1,1,1,0,0,Carrão,1832.0987314717415,12141.95281048642
1300,65,3,2,1,1,0,0,0,Cidade Líder,930.797067357237,18093.24492077269
1265,50,2,2,1,1,1,0,0,Cidade Líder,1822.3220616237454,17761.86009572578
1365,48,2,2,1,1,1,0,0,Cidade Líder,1826.739263243765,17756.999693413894
1760,66,3,2,1,1,1,0,1,Cidade Líder,2375.9539317075155,14157.502919592569
2280,82,3,2,1,1,1,1,0,Cidade Líder,974.4058481994554,19074.87625098392
1200,64,3,2,1,1,0,0,0,Cidade Líder,1304.8533136216436,18144.498071227106
700,30,1,2,1,1,0,0,0,Cidade Líder,2556.983208857417,17634.998872050935
500,50,1,2,1,1,0,0,0,Cidade Líder,1493.479463180045,16768.528095288304
1490,46,2,2,1,1,1,0,0,Cidade Líder,1774.9622025961291,17756.108592318218
1400,50,2,2,1,1,1,0,0,Cidade Líder,1774.821780201041,17755.984433883856
2030,63,3,2,1,1,1,0,1,Cidade Líder,1829.3054732155497,18057.55342900312
1598,47,2,2,1,1,0,0,0,Cidade Líder,1702.0240688244517,19032.01123602194
1542,67,2,2,1,1,0,0,0,Cidade Líder,1309.7681477826707,17764.983590842017
1715,48,2,2,1,1,0,0,0,Cidade Líder,1777.9495759964987,17865.748579792456
1550,56,2,2,1,1,0,0,0,Cidade Líder,1775.4138338396854,17808.21528231894
1300,70,3,2,1,1,0,0,0,Cidade Líder,930.797067357237,18093.24492077269
2282,82,3,2,1,1,1,1,0,Cidade Líder,989.8193076598346,19160.03965297534
1346,49,2,2,1,1,0,0,0,Cidade Líder,1244.7892995147295,18092.42529294665
1330,50,2,2,1,1,0,0,1,Cidade Líder,2837.390588713978,16591.827689600792
1750,47,2,2,1,1,0,0,0,Cidade Líder,1775.4138338396854,17808.21528231894
1000,70,2,2,1,1,0,0,0,Cidade Líder,980.955568916748,17940.930742800163
1265,50,2,2,1,1,0,0,0,Cidade Líder,1775.4138338396854,17808.21528231894
1380,60,2,2,1,1,1,0,1,Cidade Líder,1829.3054732155497,18057.55342900312
950,47,2,2,1,1,1,0,0,Cidade Líder,1804.723294870899,17985.280100906268
2340,92,3,2,1,1,1,1,0,Cidade Líder,1367.5428964815585,16622.580962218588
1100,50,2,2,1,1,1,0,0,Cidade Líder,1860.818871726988,17698.986782084292
900,48,2,2,1,1,0,0,0,Cidade Líder,1244.7892995147295,18092.42529294665
1395,55,2,2,1,1,1,0,1,Cidade Líder,1829.3054732155497,18057.55342900312
1530,62,3,2,1,1,1,0,1,Cidade Líder,1829.3054732155497,18057.55342900312
1580,62,3,2,1,1,1,0,1,Cidade Líder,1829.3054732155497,18057.55342900312
1875,55,2,2,1,1,1,0,1,Cidade Líder,1829.3054732155497,18057.55342900312
650,48,2,2,1,1,0,0,0,Cidade Tiradentes,9650.416720237725,27475.668400006816
710,46,2,2,1,1,0,0,0,Cidade Tiradentes,9648.82373739752,27474.06171638771
700,48,2,2,1,1,0,0,0,Cidade Tiradentes,9332.54516856211,26995.65411902384
6000,152,2,2,1,1,1,1,0,Cidade Tiradentes,8348.294163173969,26365.11308420272
850,46,2,2,1,1,0,0,0,Cidade Tiradentes,9061.939924217044,27093.793408901834
2615,74,3,2,1,1,1,0,1,Cidade Tiradentes,8976.58943537955,26385.465875939943
1530,70,2,2,1,1,0,0,1,Cidade Tiradentes,8748.360331920485,26071.572814926363
3500,60,1,2,1,2,0,0,1,Cidade Tiradentes,8207.578521179412,26173.506071958414
800,45,2,2,1,1,0,0,0,Cidade Tiradentes,8238.12993049637,26401.152783019486
850,54,2,2,1,1,0,0,0,Cidade Tiradentes,7154.77261747734,24629.91325214292
750,48,2,2,1,1,0,0,0,Cidade Tiradentes,7130.308736018721,24540.53337879335
700,49,2,2,1,1,0,0,0,Cidade Tiradentes,6974.728730502224,24553.430422773563
700,48,2,2,1,1,0,0,0,Cidade Tiradentes,7010.8629542217395,24343.143327437967
750,50,2,2,1,1,0,0,0,Cidade Tiradentes,6786.1023409392565,24177.284455874884
750,48,2,2,1,1,0,0,0,Cidade Tiradentes,6750.82211037016,24153.96650872534
950,45,2,2,1,1,0,0,0,Cidade Tiradentes,6584.8509651723525,24107.598991828858
1450,50,2,2,1,1,0,0,0,Cidade Tiradentes,6724.28520122763,24744.363873220864
1687,50,2,2,1,1,0,0,0,Cidade Tiradentes,6724.28520122763,24744.363873220864
1309,60,2,2,1,1,0,0,0,Cidade Tiradentes,6724.28520122763,24744.363873220864
1687,50,2,2,1,1,0,0,0,Cidade Tiradentes,6724.28520122763,24744.363873220864
1330,50,2,2,1,1,0,0,0,Cidade Tiradentes,6724.28520122763,24744.363873220864
1095,48,2,2,1,1,0,1,0,Cidade Tiradentes,6561.201406301489,24633.391224048544
19890,245,4,5,2,4,1,0,1,Cidade Tiradentes,7089.909632616728,25336.10262206419
17739,230,4,3,2,4,1,0,1,Cidade Tiradentes,6940.864600267747,25211.27389088937
870,50,2,2,1,1,0,0,0,Cidade Tiradentes,8454.609926695464,26896.4462410059
820,60,2,2,1,1,1,0,0,Cidade Tiradentes,8801.395073962005,27266.42347713037
900,40,2,2,1,1,0,1,0,Cidade Tiradentes,7982.73077872955,26433.604825193346
700,48,2,2,1,1,0,0,0,Cidade Tiradentes,8058.187623657438,26515.818957150597
850,46,2,2,1,1,0,0,0,Cidade Tiradentes,6322.899492923748,24661.049308064037
800,52,2,2,1,1,0,0,0,Cidade Tiradentes,6095.128741166174,24438.84702558937
882,38,2,2,1,1,1,0,0,Cidade Tiradentes,7722.0771101229575,26207.407673810787
850,40,2,2,1,1,0,0,0,Ermelino Matarazzo,3600.494100217297,18579.01363888945
1300,48,2,2,1,1,1,1,0,Ermelino Matarazzo,3910.711137693537,17208.790411322003
1550,50,2,2,1,1,1,0,1,Ermelino Matarazzo,2599.143296252767,17153.55698899281
1200,52,2,2,1,1,1,0,0,Ermelino Matarazzo,3909.503932942678,17205.978827377974
1350,50,2,2,1,1,1,0,1,Ermelino Matarazzo,10092.918817517746,28463.83857710872
1320,55,2,2,1,1,1,0,1,Ermelino Matarazzo,2821.5679219801336,19005.920407083253
1570,52,2,2,1,1,1,0,1,Ermelino Matarazzo,2599.143296252767,17153.55698899281
1300,48,2,2,1,1,0,0,0,Ermelino Matarazzo,4248.817796165504,19379.284995137932
1000,50,2,2,1,1,0,0,0,Ermelino Matarazzo,4105.781032580293,19533.80591688512
1100,64,2,2,1,1,0,0,0,Ermelino Matarazzo,4105.781032580293,19533.80591688512
1380,48,2,2,1,1,0,0,0,Ermelino Matarazzo,3398.9406183898664,19287.238610587417
2320,48,2,2,1,1,0,1,0,Ermelino Matarazzo,3909.503932942678,17205.978827377974
900,65,2,2,1,1,0,0,0,Ermelino Matarazzo,4105.781032580293,19533.80591688512
1500,62,3,2,1,1,0,0,0,Ermelino Matarazzo,3038.258201076583,18415.569393169273
1000,55,2,2,1,1,0,0,0,Ermelino Matarazzo,1858.461486868755,18434.398867090084
1652,50,2,2,1,1,1,0,1,Ermelino Matarazzo,2849.3059819181176,18637.88444504639
1500,53,2,2,1,1,0,0,0,Ermelino Matarazzo,4105.781032580293,19533.80591688512
1240,53,2,2,1,1,0,0,0,Ermelino Matarazzo,4105.409077974524,19533.824191850326
1300,44,2,2,1,1,0,0,0,Ermelino Matarazzo,3909.503932942678,17205.978827377974
1770,50,2,2,1,1,1,0,1,Ermelino Matarazzo,4253.549513153111,19351.042230636314
1970,70,2,2,1,1,1,0,1,Ermelino Matarazzo,4245.33002228823,19456.774696294924
1325,50,2,2,1,1,1,1,0,Ermelino Matarazzo,3901.910004082655,19086.98585213667
1300,50,2,2,1,1,1,1,1,Ermelino Matarazzo,3901.409635737412,19084.698277318468
1600,52,2,2,1,1,1,0,0,Ermelino Matarazzo,3651.8025238333253,18238.797183387607
999,70,2,2,1,1,0,0,0,Ermelino Matarazzo,3563.593166203805,18340.663196960777
888,70,2,2,1,1,0,0,0,Ermelino Matarazzo,3563.593166203805,18340.663196960777
999,70,2,2,1,1,0,0,0,Ermelino Matarazzo,3563.593166203805,18340.663196960777
888,70,2,2,1,1,0,0,0,Ermelino Matarazzo,3563.593166203805,18340.663196960777
5580,107,3,2,1,1,1,0,0,Iguatemi,1518.4195006746645,5488.179510220544
9400,132,3,2,1,1,0,0,0,Iguatemi,1518.4195006746645,5488.179510220544
9400,132,3,2,1,1,0,0,0,Iguatemi,1518.4195006746645,5488.179510220544
9400,132,3,2,1,1,0,0,0,Iguatemi,1518.4195006746645,5488.179510220544
9400,132,3,2,1,1,0,0,0,Iguatemi,1518.4195006746645,5488.179510220544
9400,132,3,2,1,1,0,0,0,Iguatemi,1518.4195006746645,5488.179510220544
9400,132,3,2,1,1,0,0,0,Iguatemi,1518.4195006746645,5488.179510220544
6440,87,2,2,1,1,0,1,0,Iguatemi,1407.1784628967623,5548.237093798646
9400,132,3,2,1,1,0,0,0,Iguatemi,1518.4195006746645,5488.179510220544
5231,120,3,3,1,1,1,0,0,Iguatemi,1247.2373555291995,5573.4290271044565
6700,130,3,3,1,1,0,0,0,Iguatemi,1407.1784628967623,5548.237093798646
5600,87,2,2,1,1,1,0,0,Iguatemi,5102.680796657178,13648.967857688256
8280,131,3,3,1,1,0,0,0,Iguatemi,1407.1784628967623,5548.237093798646
5350,90,2,2,1,1,0,1,0,Iguatemi,1407.1784628967623,5548.237093798646
7385,107,3,3,1,1,0,0,0,Iguatemi,1407.1784628967623,5548.237093798646
8280,131,3,3,1,1,0,0,0,Iguatemi,1407.1784628967623,5548.237093798646
5600,87,2,2,1,1,0,0,0,Iguatemi,5186.0596788141165,13662.729438412216
8580,131,3,3,1,1,1,0,0,Iguatemi,1518.4195006746645,5488.179510220544
5231,120,3,2,1,1,0,0,0,Iguatemi,1407.1784628967623,5548.237093798646
6050,90,2,2,1,1,0,1,0,Iguatemi,1407.1784628967623,5548.237093798646
9400,132,3,2,1,1,0,0,0,Iguatemi,1518.4195006746645,5488.179510220544
4900,90,2,2,1,1,1,0,0,Iguatemi,1310.1309569460204,5553.45727408573
5600,87,2,2,1,1,1,0,0,Iguatemi,1371.3273679602564,5446.77433485849
6500,92,1,2,1,1,0,0,0,Iguatemi,1495.1725923511756,5622.033103068187
8000,116,2,2,1,1,0,1,0,Iguatemi,1495.1725923511756,5622.033103068187
21000,223,3,2,1,1,0,0,0,Iguatemi,1495.1725923511756,5622.033103068187
14000,100,2,2,1,1,0,0,0,Iguatemi,1495.1725923511756,5622.033103068187
10000,70,1,2,1,1,0,1,0,Iguatemi,1495.1725923511756,5622.033103068187
11000,100,2,2,1,1,0,0,0,Iguatemi,1495.1725923511756,5622.033103068187
45000,443,4,2,1,1,0,0,0,Iguatemi,1495.1725923511756,5622.033103068187
22800,250,4,6,4,4,1,0,1,Iguatemi,1326.4907318085095,5613.7379803737895
7100,43,1,2,1,1,0,0,1,Iguatemi,1344.3345966451136,5644.120017222967
6620,44,1,2,1,1,1,1,0,Iguatemi,1344.3345966451136,5644.120017222967
9100,62,1,2,1,2,0,1,0,Iguatemi,1344.3345966451136,5644.120017222967
5437,42,1,2,1,2,0,0,0,Iguatemi,1344.3345966451136,5644.120017222967
960,38,2,2,1,1,0,0,0,Itaim Paulista,8920.000526635407,27402.198223063257
900,46,2,2,1,1,0,0,0,Itaim Paulista,11218.77574942318,29332.466201627318
900,41,2,2,1,1,0,0,0,Itaim Paulista,10390.160712302244,28877.342423702725
1290,38,2,2,1,1,0,0,0,Itaim Paulista,9084.360589979051,27579.49384137869
725,43,2,2,1,1,0,0,0,Itaim Paulista,8129.043467253609,26194.391304547797
850,41,2,2,1,1,0,0,0,Itaim Paulista,10461.972473987442,28950.38624622576
1000,48,2,2,1,1,0,0,0,Itaim Paulista,10416.964881038291,28939.368720050228
1100,41,2,2,1,1,0,0,0,Itaim Paulista,10390.160712302244,28877.342423702725
1550,57,2,2,1,1,1,1,0,Itaquera,1582.5454465201972,19975.08017314804
2125,56,2,2,1,1,0,0,0,Itaquera,1573.1351154355584,19966.775061222612
1500,57,2,2,1,1,0,0,0,Itaquera,2453.5618106128322,21086.440203553422
1200,58,2,2,1,1,0,0,0,Itaquera,2031.8608614898035,20631.932227157013
1265,58,2,2,1,1,1,0,0,Itaquera,1330.3085951064695,19806.5539281352
900,35,1,2,1,1,0,0,0,Itaquera,1193.514536371882,19816.86386466183
1700,88,3,2,1,1,0,0,0,Itaquera,3123.914636547647,21672.20508926748
900,35,2,2,1,1,0,0,0,Itaquera,2449.713046066689,20925.352596972938
1600,52,2,2,1,1,1,0,1,Itaquera,1992.2131946250809,20410.508576517328
1250,55,2,2,1,1,1,0,0,Itaquera,2064.2385700250693,20678.4673725587
1300,60,3,2,1,1,0,0,0,Itaquera,1389.0593808053463,19036.911723021618
1352,53,2,2,1,1,1,0,0,Itaquera,2995.9627102843365,21336.93571696249
1580,49,2,2,1,1,0,0,0,Itaquera,2767.2316663357738,21114.89698095545
1690,88,3,2,1,1,1,0,0,Itaquera,3156.219272208077,21727.82623295665
1500,63,3,2,1,1,1,0,1,Itaquera,1543.695660690277,20060.287464372515
1250,55,2,2,1,1,1,0,0,Itaquera,2059.8567948013547,20674.255702457824
1300,47,2,2,1,1,0,0,1,Itaquera,2476.941053872586,21102.706455535426
1412,50,2,2,1,1,0,0,1,Itaquera,2529.534484374515,21163.734342979373
1600,47,2,2,1,1,1,0,0,Itaquera,1983.4900468159399,20455.481712097087
925,50,2,2,1,1,1,0,0,Itaquera,1824.0929716794424,20120.508660236064
1440,55,2,2,1,1,1,0,0,Itaquera,2453.5618106128322,21086.440203553422
1650,70,2,2,1,1,0,0,0,Itaquera,300.32389923683866,829.5642447186289
1000,38,2,2,1,1,0,0,0,Itaquera,4259.343595397046,22704.32738381036
2000,53,2,2,1,1,0,0,1,Itaquera,1328.9782256821813,19792.700407833192
1160,50,2,2,1,1,0,0,0,Itaquera,2476.941053872586,21102.706455535426
1200,42,2,2,1,1,0,0,1,Itaquera,4259.343595397046,22704.32738381036
1300,58,2,2,1,1,1,0,0,Itaquera,1421.7192921314522,19913.067010247894
1600,56,2,2,1,1,0,0,1,Itaquera,1809.888825509532,20237.686178800148
1460,62,2,2,1,1,1,0,1,Jardim Helena,4707.8603304566905,23331.70731629536
1460,62,2,2,1,1,0,0,1,Jardim Helena,7332.808605399965,24959.709590468905
850,45,2,2,1,1,1,0,0,Jardim Helena,6837.369212677465,24529.00633139753
6608,120,3,2,1,1,1,1,1,Jardim Helena,6286.5867628759315,23766.16070738564
1200,56,3,2,1,1,0,0,1,Jardim Helena,7771.951138126058,24865.868893937553
840,45,1,2,1,1,0,0,0,Jardim Helena,5570.293506391168,23317.154482524827
940,40,1,2,1,1,0,0,0,Jardim Helena,5570.293506391168,23317.154482524827
1500,60,3,2,1,1,1,0,1,Jardim Helena,6200.471489382166,24291.552690197
1038,57,2,2,1,1,0,0,0,Jardim Helena,8036.194291543579,24891.825861824458
1020,60,2,2,1,1,0,0,0,Jardim Helena,8673.179985865605,25684.44688120309
1020,60,2,2,1,1,0,0,0,Jardim Helena,8673.179985865605,25684.44688120309
1300,60,2,2,1,1,1,1,0,Jardim Helena,5210.653686168081,23060.03405169969
500,40,1,2,1,1,0,0,0,Jardim Helena,9464.163206097786,27608.98523644385
850,48,2,2,1,1,0,0,0,Jardim Helena,9089.368232963969,27336.649191853292
940,43,2,2,1,1,0,1,0,Jardim Helena,6324.6518878437855,24633.289196401987
1700,72,4,2,1,1,0,0,1,Jardim Helena,6222.574262737887,24589.146719308003
1500,45,2,2,1,1,1,1,1,Jardim Helena,5728.1556570858875,24060.28614073717
1100,40,2,2,1,1,0,0,0,Jardim Helena,6369.359687632148,24761.79743724981
1100,43,2,2,1,1,0,0,0,Jardim Helena,6369.359687632148,24761.79743724981
1620,68,3,2,1,1,1,0,0,Jardim Helena,8564.767379420324,26954.05924432611
810,49,2,2,1,1,0,0,0,Jardim Helena,9455.683169754391,26315.723402080337
2300,75,2,2,1,2,0,0,0,Jardim Helena,10516.820495839404,28073.31941873425
840,48,2,2,1,1,0,0,0,Jardim Helena,8580.575419564855,24980.70070535377
600,90,1,2,1,1,0,0,0,Jardim Helena,10122.899876175929,27281.63976946022
900,44,2,2,1,1,0,0,0,José Bonifácio,3019.1384028112093,21566.839026788908
1100,54,2,2,1,1,0,0,0,José Bonifácio,3875.398621548836,22517.5402726618
1220,50,2,2,1,1,1,0,0,José Bonifácio,3503.587559444521,21981.972951937267
860,50,2,2,1,1,0,0,0,José Bonifácio,4232.481966255232,22874.793836252218
1000,56,2,2,1,1,0,0,0,José Bonifácio,3915.977180359935,22557.972101208205
1100,53,3,2,1,1,0,0,0,José Bonifácio,3966.3779237262406,22608.373525914412
865,48,2,2,1,1,0,0,0,José Bonifácio,3731.741611802168,22347.726319486777
1100,53,3,2,1,1,0,0,0,José Bonifácio,3966.3779237262406,22608.373525914412
1100,52,2,2,1,1,0,0,0,José Bonifácio,4028.6588710185297,22566.806805013817
900,50,2,2,1,1,0,0,0,José Bonifácio,4197.425661528972,22747.29114853083
970,56,2,2,1,1,0,0,0,José Bonifácio,4486.24242783577,23013.790955280743
1100,56,2,2,1,1,0,0,0,José Bonifácio,3219.046133245906,21789.003597851628
950,48,2,2,1,1,0,0,0,José Bonifácio,3396.398044858593,22019.439584718188
850,65,2,2,1,1,0,0,0,José Bonifácio,3473.304418710827,22112.806173233712
1100,57,2,2,1,1,0,0,0,José Bonifácio,3391.2548120537317,22023.936598966382
900,47,2,2,1,1,0,0,0,José Bonifácio,4147.0917824764565,22693.346603481994
1600,55,2,2,1,1,1,1,0,José Bonifácio,3928.465435695636,22504.350780727647
900,45,2,2,1,1,0,0,0,José Bonifácio,4147.0917824764565,22693.346603481994
1000,56,2,2,1,1,0,0,0,José Bonifácio,3383.758134806253,22010.235838173896
1030,48,2,2,1,2,0,0,0,José Bonifácio,3453.9787520448326,22032.711142468725
840,52,2,2,1,1,0,0,0,José Bonifácio,4390.1491193354705,22919.325232810035
910,48,2,2,1,1,0,0,0,José Bonifácio,3911.1922659069232,22487.846255068707
