Price,condo,size,rooms,toilets,suites,parking,elevator,furnished,swimming_pool,new,district,negotiation_type,property_type,latitude,longitude,property_coords,nearest_metro_station,nearest_metro_station_distance
750000,780,78,2,1,0,1,0,1,0,0,Liberdade/São Paulo,sale,apartment,-23.5635933,-46.6416222,"(-46.6416222, -23.5635933)",sao-joaquim,0.3765890949935154
189001,180,37,2,1,0,0,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.5529608,-46.63192670000001,"(-46.63192670000001, -23.5529608)",japao-liberdade,0.4423664528436378
1200000,1410,200,3,2,1,2,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5702593,-46.6333326,"(-46.6333326, -23.5702593)",vergueiro,0.7438152271558537
287000,0,53,2,2,1,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.5545976,-46.6284535,"(-46.6284535, -23.5545976)",pedro-ii,0.46497751764295564
795000,956,74,3,1,0,2,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.5629954,-46.643004299999994,"(-46.643004299999994, -23.5629954)",sao-joaquim,0.5050784397917635
690000,800,100,3,2,1,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5615968,-46.6329647,"(-46.6329647, -23.5615968)",japao-liberdade,0.5723653292288191
209622,280,38,1,2,1,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.5541795411,-46.628323422,"(-46.628323422, -23.5541795411)",pedro-ii,0.4306654468554367
460000,745,42,1,1,0,1,1,1,1,0,Liberdade/São Paulo,sale,apartment,-23.565392000000003,-46.64161,"(-46.64161, -23.565392000000003)",vergueiro,0.3054555497949819
280000,490,45,2,1,0,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.5552938,-46.6285289,"(-46.6285289, -23.5552938)",pedro-ii,0.5135401582688356
593600,770,115,3,1,0,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.565791,-46.634092200000005,"(-46.634092200000005, -23.565791)",sao-joaquim,0.6049665681089396
291500,270,46,2,1,0,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.5552938,-46.6285289,"(-46.6285289, -23.5552938)",pedro-ii,0.5135401582688356
199000,200,35,1,1,0,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.553501100000002,-46.62818970000001,"(-46.62818970000001, -23.553501100000002)",pedro-ii,0.3807904296793396
265000,553,36,1,1,0,1,1,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5665119,-46.6363369,"(-46.6363369, -23.5665119)",vergueiro,0.42711050315087135
280000,250,31,1,1,0,1,1,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5592698,-46.6237434,"(-46.6237434, -23.5592698)",pedro-ii,0.7740537196837692
629000,600,125,3,1,0,1,1,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5632597,-46.6340468,"(-46.6340468, -23.5632597)",sao-joaquim,0.5266227432610718
780000,800,100,3,2,1,2,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5618858337,-46.6331634521,"(-46.6331634521, -23.5618858337)",japao-liberdade,0.5808497158645585
855000,990,121,3,3,1,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5699005,-46.6334929,"(-46.6334929, -23.5699005)",vergueiro,0.7217966982598821
340000,250,64,2,1,0,0,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.555028,-46.6319146,"(-46.6319146, -23.555028)",japao-liberdade,0.4100300061867519
430000,540,53,2,1,0,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5594163,-46.6319985,"(-46.6319985, -23.5594163)",japao-liberdade,0.5155819421131427
324900,0,45,1,2,1,1,0,1,1,0,Liberdade/São Paulo,sale,apartment,-23.555102800000004,-46.6286834,"(-46.6286834, -23.555102800000004)",pedro-ii,0.511295984005847
515000,0,65,2,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.5621468,-46.633559600000005,"(-46.633559600000005, -23.5621468)",sao-joaquim,0.5636235269834186
353500,100,59,3,1,0,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.553501100000002,-46.62818970000001,"(-46.62818970000001, -23.553501100000002)",pedro-ii,0.3807904296793396
563000,0,70,2,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.5621468,-46.633559600000005,"(-46.633559600000005, -23.5621468)",sao-joaquim,0.5636235269834186
310000,500,55,3,2,1,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.5552938,-46.6285289,"(-46.6285289, -23.5552938)",pedro-ii,0.5135401582688356
340000,0,44,2,1,0,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5592698,-46.6237434,"(-46.6237434, -23.5592698)",pedro-ii,0.7740537196837692
500530,440,55,3,2,1,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.5550445,-46.628653299999996,"(-46.628653299999996, -23.5550445)",pedro-ii,0.5057172851828367
410000,350,45,2,1,0,0,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5584513,-46.6329766,"(-46.6329766, -23.5584513)",japao-liberdade,0.384742539050221
325000,520,62,3,2,1,1,0,0,1,0,Pari/São Paulo,sale,apartment,-23.5252904,-46.603235600000005,"(-46.603235600000005, -23.5252904)",bresser-mooca,1.671954483307786
695000,700,95,3,2,1,2,0,0,1,0,Pari/São Paulo,sale,apartment,-23.5289017,-46.602312100000006,"(-46.602312100000006, -23.5289017)",bresser-mooca,1.4417577669014496
380000,0,61,2,2,1,1,0,0,0,0,Pari/São Paulo,sale,apartment,-23.5252904,-46.603235600000005,"(-46.603235600000005, -23.5252904)",bresser-mooca,1.671954483307786
620000,0,78,3,2,1,1,0,0,0,0,Pari/São Paulo,sale,apartment,-23.5270397,-46.6187001,"(-46.6187001, -23.5270397)",portuguesa-tiete,1.1001491869361717
485000,480,66,2,2,1,2,0,0,0,0,Pari/São Paulo,sale,apartment,-23.5261793,-46.6092824,"(-46.6092824, -23.5261793)",bresser-mooca,1.5641266896209283
450000,500,62,3,1,0,1,0,0,0,0,Pari/São Paulo,sale,apartment,-23.5252904,-46.603235600000005,"(-46.603235600000005, -23.5252904)",bresser-mooca,1.671954483307786
400000,380,55,2,2,1,1,1,0,1,0,Pari/São Paulo,sale,apartment,-23.525459100000003,-46.6068539,"(-46.6068539, -23.525459100000003)",bresser-mooca,1.6016456360341391
690000,550,83,2,2,1,2,0,0,1,0,Pari/São Paulo,sale,apartment,-23.5261793,-46.6092824,"(-46.6092824, -23.5261793)",bresser-mooca,1.5641266896209283
661000,400,95,3,2,1,2,0,0,1,0,Pari/São Paulo,sale,apartment,-23.527469399999998,-46.605183000000004,"(-46.605183000000004, -23.527469399999998)",bresser-mooca,1.4637680719373396
570000,450,65,2,2,1,2,0,1,1,0,Pari/São Paulo,sale,apartment,-23.5261793,-46.6092824,"(-46.6092824, -23.5261793)",bresser-mooca,1.5641266896209283
660500,400,95,3,2,1,2,0,0,1,0,Pari/São Paulo,sale,apartment,-23.527469399999998,-46.605183000000004,"(-46.605183000000004, -23.527469399999998)",bresser-mooca,1.4637680719373396
530000,1,65,2,2,1,2,0,0,1,0,Pari/São Paulo,sale,apartment,-23.5261793,-46.6092824,"(-46.6092824, -23.5261793)",bresser-mooca,1.5641266896209283
599000,400,75,3,2,1,1,0,1,1,0,Pari/São Paulo,sale,apartment,-23.525459100000003,-46.6068539,"(-46.6068539, -23.525459100000003)",bresser-mooca,1.6016456360341391
380000,0,70,3,1,0,1,0,0,0,0,Pari/São Paulo,sale,apartment,-23.526598899999996,-46.606243299999996,"(-46.606243299999996, -23.526598899999996)",bresser-mooca,1.5173546823756023
370000,300,51,2,1,0,1,0,1,1,0,Pari/São Paulo,sale,apartment,-23.542524899999997,-46.6253132,"(-46.6253132, -23.542524899999997)",pedro-ii,0.5544687247183088
790000,450,130,3,2,1,1,0,0,0,0,Pari/São Paulo,sale,apartment,-23.5347884,-46.606646999999995,"(-46.606646999999995, -23.5347884)",bresser-mooca,0.8883444075822409
235000,320,30,1,1,0,0,0,0,1,0,República/São Paulo,sale,apartment,-23.541726899999997,-46.643073,"(-46.643073, -23.541726899999997)",republica,0.18685452028296134
2550000,1700,348,3,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.5446487,-46.6431909,"(-46.6431909, -23.5446487)",republica,0.07223587548111647
1000000,1554,220,3,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.545847199999997,-46.642942600000005,"(-46.642942600000005, -23.545847199999997)",republica,0.13769171215638723
1180000,700,171,2,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.545126800000002,-46.643077500000004,"(-46.643077500000004, -23.545126800000002)",republica,0.0913733958242929
419500,400,48,1,1,0,1,0,0,1,0,República/São Paulo,sale,apartment,-23.5437943,-46.6457518,"(-46.6457518, -23.5437943)",republica,0.34390955257013184
349500,350,34,1,1,0,1,0,0,1,0,República/São Paulo,sale,apartment,-23.5437943,-46.6457518,"(-46.6457518, -23.5437943)",republica,0.34390955257013184
520000,500,45,1,1,0,1,1,0,1,0,República/São Paulo,sale,apartment,-23.539634,-46.6455783,"(-46.6455783, -23.539634)",santa-cecilia,0.3979478118595239
449000,450,48,1,1,0,1,0,0,1,0,República/São Paulo,sale,apartment,-23.5436571,-46.6452916,"(-46.6452916, -23.5436571)",republica,0.2938971184251507
336000,272,36,1,1,0,1,0,0,1,0,República/São Paulo,sale,apartment,-23.5436571,-46.6452916,"(-46.6452916, -23.5436571)",republica,0.2938971184251507
210000,516,57,1,1,0,0,0,0,0,0,República/São Paulo,sale,apartment,-23.5400188,-46.636746200000005,"(-46.636746200000005, -23.5400188)",sao-bento,0.3373365662082001
1250000,840,180,3,2,1,1,1,0,0,0,República/São Paulo,sale,apartment,-23.5487556,-46.643441499999994,"(-46.643441499999994, -23.5487556)",republica,0.3671498359139963
420000,300,48,1,1,0,0,0,0,1,0,República/São Paulo,sale,apartment,-23.5438682,-46.64553970000001,"(-46.64553970000001, -23.5438682)",republica,0.32003216759050723
2400000,2900,395,3,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.546251899999998,-46.6432651,"(-46.6432651, -23.546251899999998)",republica,0.17813557062441723
475000,851,93,3,1,0,0,1,0,0,0,República/São Paulo,sale,apartment,-23.5406849,-46.637965,"(-46.637965, -23.5406849)",sao-bento,0.33704597493283345
520000,450,78,2,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.5444026,-46.645529499999995,"(-46.645529499999995, -23.5444026)",republica,0.31930144147721956
415000,500,48,2,1,0,0,0,0,0,0,República/São Paulo,sale,apartment,-23.542990600000003,-46.6456202,"(-46.6456202, -23.542990600000003)",republica,0.3392085778048343
2000000,1100,177,3,2,1,1,1,1,0,0,República/São Paulo,sale,apartment,-23.547402899999998,-46.6429158,"(-46.6429158, -23.547402899999998)",republica,0.25482547231670777
1690000,1700,310,3,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.5459054,-46.64291,"(-46.64291, -23.5459054)",republica,0.14129473848900467
370000,320,65,1,1,0,0,0,0,0,0,República/São Paulo,sale,apartment,-23.543633899999996,-46.645671,"(-46.645671, -23.543633899999996)",republica,0.33601416842077725
310000,359,47,1,1,0,0,0,0,0,0,República/São Paulo,sale,apartment,-23.542109600000003,-46.6412049,"(-46.6412049, -23.542109600000003)",republica,0.2223494134814434
1020000,1605,300,4,3,2,2,0,0,0,0,República/São Paulo,sale,apartment,-23.543413100000002,-46.6464308,"(-46.6464308, -23.543413100000002)",republica,0.42185897337244144
459700,370,39,1,2,1,0,0,0,1,0,República/São Paulo,sale,apartment,-23.5426371,-46.643494399999994,"(-46.643494399999994, -23.5426371)",republica,0.1447439433730614
1150000,900,105,3,1,0,1,0,0,0,0,República/São Paulo,sale,apartment,-23.5442909,-46.6447126,"(-46.6447126, -23.5442909)",republica,0.22811528699928837
1180000,950,129,3,3,2,2,0,0,1,0,República/São Paulo,sale,apartment,-23.542852,-46.641154,"(-46.641154, -23.542852)",republica,0.19303623487053853
640000,413,105,3,1,0,1,1,0,0,0,República/São Paulo,sale,apartment,-23.5426902,-46.6465377,"(-46.6465377, -23.5426902)",republica,0.4437260785769405
330001,460,45,1,1,0,0,0,0,0,0,República/São Paulo,sale,apartment,-23.5418713,-46.6460259,"(-46.6460259, -23.5418713)",republica,0.410554779435673
450000,450,128,2,1,0,1,0,0,0,0,República/São Paulo,sale,apartment,-23.5463233,-46.6466031,"(-46.6466031, -23.5463233)",republica,0.46985384401043884
265000,290,37,1,1,0,0,0,0,0,0,República/São Paulo,sale,apartment,-23.5387106,-46.646267200000004,"(-46.646267200000004, -23.5387106)",santa-cecilia,0.3072766503038267
300344,288,36,1,1,0,0,0,0,1,0,República/São Paulo,sale,apartment,-23.543726100000004,-46.6452768,"(-46.6452768, -23.543726100000004)",republica,0.2917045977027544
900000,1554,192,3,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.5458801,-46.6431665,"(-46.6431665, -23.5458801)",republica,0.14763779047865838
430000,440,64,1,2,0,0,0,0,0,0,República/São Paulo,sale,apartment,-23.547530899999998,-46.6451336,"(-46.6451336, -23.547530899999998)",republica,0.3801609609047113
419900,300,48,1,1,0,0,0,0,1,0,República/São Paulo,sale,apartment,-23.5438682,-46.64553970000001,"(-46.64553970000001, -23.5438682)",republica,0.32003216759050723
245000,0,37,1,1,0,1,0,0,0,0,República/São Paulo,sale,apartment,-23.5444057,-46.6424432,"(-46.6424432, -23.5444057)",republica,0.03428708739635117
399000,0,55,1,1,0,1,0,0,1,0,República/São Paulo,sale,apartment,-23.5451075,-46.642778,"(-46.642778, -23.5451075)",republica,0.07856747858141845
780000,1100,130,2,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.5418403,-46.6468275,"(-46.6468275, -23.5418403)",santa-cecilia,0.37428610234890414
475000,851,93,3,1,0,0,1,0,0,0,República/São Paulo,sale,apartment,-23.5406849,-46.637965,"(-46.637965, -23.5406849)",sao-bento,0.33704597493283345
401100,0,40,1,2,1,1,0,0,1,0,República/São Paulo,sale,apartment,-23.5406026,-46.6433894,"(-46.6433894, -23.5406026)",republica,0.2792081874490343
385000,314,54,1,1,0,0,1,0,0,0,República/São Paulo,sale,apartment,-23.5404159,-46.6428319,"(-46.6428319, -23.5404159)",republica,0.2822494353065039
550000,510,76,2,2,0,1,1,0,0,0,República/São Paulo,sale,apartment,-23.546906200000002,-46.6465915,"(-46.6465915, -23.546906200000002)",republica,0.48667881346672826
265000,550,42,1,1,0,0,0,0,0,0,República/São Paulo,sale,apartment,-23.5444057,-46.6424432,"(-46.6424432, -23.5444057)",republica,0.03428708739635117
190000,0,30,1,1,0,0,0,0,0,0,República/São Paulo,sale,apartment,-23.5401773,-46.6451713,"(-46.6451713, -23.5401773)",republica,0.40934537143967575
490000,450,78,2,2,1,1,1,0,0,0,República/São Paulo,sale,apartment,-23.545167000000003,-46.64451939999999,"(-46.64451939999999, -23.545167000000003)",republica,0.2218937832655512
1530000,2000,266,3,2,1,2,0,0,1,0,República/São Paulo,sale,apartment,-23.5426338,-46.6430723,"(-46.6430723, -23.5426338)",republica,0.12065093543232965
344840,0,35,1,1,0,1,0,0,0,0,República/São Paulo,sale,apartment,-23.5436571,-46.6452916,"(-46.6452916, -23.5436571)",republica,0.2938971184251507
417000,350,50,1,1,0,1,0,0,1,0,República/São Paulo,sale,apartment,-23.5438749,-46.649228,"(-46.649228, -23.5438749)",santa-cecilia,0.44245157884851294
1300000,1200,177,4,1,0,1,0,0,0,0,República/São Paulo,sale,apartment,-23.547402899999998,-46.6429158,"(-46.6429158, -23.547402899999998)",republica,0.25482547231670777
2500000,1800,350,3,1,0,2,0,0,0,0,República/São Paulo,sale,apartment,-23.5446487,-46.6431909,"(-46.6431909, -23.5446487)",republica,0.07223587548111647
317900,250,36,1,2,1,1,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.538196799999998,-46.6572575,"(-46.6572575, -23.538196799999998)",marechal-deodoro,0.3562678913109942
2100000,1525,155,4,3,2,3,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.5366718,-46.655072499999996,"(-46.655072499999996, -23.5366718)",marechal-deodoro,0.22554720505145653
695000,0,98,2,3,2,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5344032,-46.6536892,"(-46.6536892, -23.5344032)",marechal-deodoro,0.24780115535213254
350000,390,40,1,1,0,1,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.5339913,-46.6490184,"(-46.6490184, -23.5339913)",santa-cecilia,0.3148984444126427
1200000,1100,94,2,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.537152,-46.6627421,"(-46.6627421, -23.537152)",marechal-deodoro,0.7984569858563885
510000,500,50,2,1,0,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.538073999999998,-46.6503854,"(-46.6503854, -23.538073999999998)",santa-cecilia,0.15405788969106055
425000,640,63,2,2,1,1,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.5278521,-46.6560525,"(-46.6560525, -23.5278521)",marechal-deodoro,0.469424532682818
355000,260,41,1,2,1,1,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.5298,-46.65824779999999,"(-46.65824779999999, -23.5298)",marechal-deodoro,0.4129942698481168
360000,500,33,1,1,0,1,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.531898499999997,-46.657785,"(-46.657785, -23.531898499999997)",marechal-deodoro,0.2633376319061884
630000,550,68,2,1,0,0,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.538461399999996,-46.651444299999994,"(-46.651444299999994, -23.538461399999996)",santa-cecilia,0.2731199538720609
375000,450,42,1,2,1,1,1,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.5452288,-46.6350031,"(-46.6350031, -23.5452288)",sao-bento,0.15991059247670333
400000,240,70,2,1,0,0,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5399077,-46.6544809,"(-46.6544809, -23.5399077)",marechal-deodoro,0.4802803874013447
680000,620,87,2,1,0,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.543730800000002,-46.648069,"(-46.648069, -23.543730800000002)",santa-cecilia,0.44294866897026886
550000,800,111,2,1,0,0,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5327823,-46.6488511,"(-46.6488511, -23.5327823)",santa-cecilia,0.4077790650183257
500000,930,87,2,1,0,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5328499,-46.6602862,"(-46.6602862, -23.5328499)",marechal-deodoro,0.4952898000889208
750000,950,87,3,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5383575,-46.6520848,"(-46.6520848, -23.5383575)",santa-cecilia,0.3434976841980393
630000,350,116,2,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5358098,-46.6530951,"(-46.6530951, -23.5358098)",marechal-deodoro,0.3417182354741729
585000,900,55,2,2,1,1,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.5350634,-46.6552164,"(-46.6552164, -23.5350634)",marechal-deodoro,0.1123762271523798
495000,930,87,2,1,0,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5328499,-46.6602862,"(-46.6602862, -23.5328499)",marechal-deodoro,0.4952898000889208
400000,520,87,2,1,0,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5354052,-46.654089,"(-46.654089, -23.5354052)",marechal-deodoro,0.2288743415728631
460000,0,33,1,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.531898499999997,-46.657785,"(-46.657785, -23.531898499999997)",marechal-deodoro,0.2633376319061884
1811498,0,160,2,2,1,2,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.537946899999998,-46.652421999999994,"(-46.652421999999994, -23.537946899999998)",santa-cecilia,0.3806283736111635
350000,420,65,1,1,0,0,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.535160100000002,-46.656754600000006,"(-46.656754600000006, -23.535160100000002)",marechal-deodoro,0.1310976220903481
1927626,0,213,2,3,2,2,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.537946899999998,-46.652421999999994,"(-46.652421999999994, -23.537946899999998)",santa-cecilia,0.3806283736111635
420000,430,58,1,1,0,0,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5389653,-46.652212,"(-46.652212, -23.5389653)",santa-cecilia,0.3631183152448258
2100000,2434,255,3,2,1,2,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5362287,-46.65852329999999,"(-46.65852329999999, -23.5362287)",marechal-deodoro,0.33865420852953865
470000,550,59,2,2,1,1,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.5315174,-46.6510723,"(-46.6510723, -23.5315174)",santa-cecilia,0.5544071301809569
800000,800,100,3,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5353342,-46.6564922,"(-46.6564922, -23.5353342)",marechal-deodoro,0.12277567541424529
290000,0,36,1,1,0,0,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.540749899999998,-46.6467891,"(-46.6467891, -23.540749899999998)",santa-cecilia,0.3184249011404056
595000,650,59,2,2,1,1,1,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.538992699999998,-46.6470031,"(-46.6470031, -23.538992699999998)",santa-cecilia,0.23212728691779586
890000,1400,203,3,4,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.531008,-46.6491531,"(-46.6491531, -23.531008)",santa-cecilia,0.5435379287752992
550000,0,45,1,1,0,1,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.5350702,-46.661387299999994,"(-46.661387299999994, -23.5350702)",marechal-deodoro,0.6157397443659549
1200000,0,134,3,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5406301,-46.6572664,"(-46.6572664, -23.5406301)",marechal-deodoro,0.5311480931670952
530000,670,43,2,1,0,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5411063,-46.653185,"(-46.653185, -23.5411063)",santa-cecilia,0.5188998166993601
1150000,1530,130,3,1,0,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.539975899999998,-46.6568679,"(-46.6568679, -23.539975899999998)",marechal-deodoro,0.471334125059479
1040000,1009,101,2,1,0,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5366639,-46.6586037,"(-46.6586037, -23.5366639)",marechal-deodoro,0.3640773634863193
331500,350,36,1,1,0,1,1,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.540749899999998,-46.6467891,"(-46.6467891, -23.540749899999998)",santa-cecilia,0.3184249011404056
640000,1000,100,3,1,0,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5320674,-46.6519103,"(-46.6519103, -23.5320674)",marechal-deodoro,0.46699768946455705
750000,1040,108,3,1,0,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.546858800000003,-46.6500893,"(-46.6500893, -23.546858800000003)",higienopolis-mackenzie,0.29413084023966307
324900,400,40,1,2,1,1,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.5295065,-46.6580818,"(-46.6580818, -23.5295065)",marechal-deodoro,0.41970548054320383
350000,450,66,2,1,0,0,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.5361391,-46.6488191,"(-46.6488191, -23.5361391)",santa-cecilia,0.15180551500596884
1280000,1365,148,3,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.539576500000003,-46.6575241,"(-46.6575241, -23.539576500000003)",marechal-deodoro,0.4648244723942244
189000,250,37,2,1,0,0,1,0,1,0,Sé/São Paulo,sale,apartment,-23.554012,-46.6305266,"(-46.6305266, -23.554012)",japao-liberdade,0.5711741174522607
250000,337,38,1,1,0,1,1,0,0,0,Sé/São Paulo,sale,apartment,-23.5522912,-46.6284392,"(-46.6284392, -23.5522912)",pedro-ii,0.337661677052394
269900,550,62,2,1,0,0,0,0,0,0,Sé/São Paulo,sale,apartment,-23.5478475,-46.6305075,"(-46.6305075, -23.5478475)",pedro-ii,0.5226900844636911
270000,280,35,1,1,0,0,1,0,0,0,Sé/São Paulo,sale,apartment,-23.5488061,-46.6383981,"(-46.6383981, -23.5488061)",anhangabau,0.11486213744473577
280000,150,30,2,1,0,0,0,0,0,0,Sé/São Paulo,sale,apartment,-23.552110100000004,-46.6286119,"(-46.6286119, -23.552110100000004)",pedro-ii,0.3457726812002406
350000,800,87,2,1,0,0,1,0,0,0,Sé/São Paulo,sale,apartment,-23.550229100000003,-46.6377265,"(-46.6377265, -23.550229100000003)",anhangabau,0.24490748425387668
280000,0,34,1,1,0,1,0,0,0,0,Sé/São Paulo,sale,apartment,-23.5538993,-46.630955799999995,"(-46.630955799999995, -23.5538993)",japao-liberdade,0.5256384172844638
354000,0,59,3,2,1,1,0,0,0,0,Sé/São Paulo,sale,apartment,-23.553501100000002,-46.62818970000001,"(-46.62818970000001, -23.553501100000002)",pedro-ii,0.3807904296793396
305000,340,50,2,1,0,1,0,0,0,0,Sé/São Paulo,sale,apartment,-23.5524703,-46.6294126,"(-46.6294126, -23.5524703)",pedro-ii,0.4364313554617603
700000,1085,70,2,1,0,1,1,0,0,0,Sé/São Paulo,sale,apartment,-23.567176,-46.643394799999996,"(-46.643394799999996, -23.567176)",vergueiro,0.40030684378736375
190000,440,45,1,1,0,0,0,0,0,0,Sé/São Paulo,sale,apartment,-23.5576035,-46.6279384,"(-46.6279384, -23.5576035)",pedro-ii,0.6432118394128314
240000,440,45,1,1,0,0,0,0,0,0,Sé/São Paulo,sale,apartment,-23.5576035,-46.6279384,"(-46.6279384, -23.5576035)",pedro-ii,0.6432118394128314
300000,490,38,1,1,0,0,0,0,0,0,Sé/São Paulo,sale,apartment,-23.548720499999998,-46.638233299999996,"(-46.638233299999996, -23.548720499999998)",anhangabau,0.12558773722441058
280000,0,34,1,1,0,1,0,0,0,0,Sé/São Paulo,sale,apartment,-23.5538993,-46.630955799999995,"(-46.630955799999995, -23.5538993)",japao-liberdade,0.5256384172844638
241000,405,48,1,1,0,0,1,0,0,0,Sé/São Paulo,sale,apartment,-23.5496687212,-46.6306564884,"(-46.6306564884, -23.5496687212)",pedro-ii,0.5196493338796326
180000,352,42,1,1,0,0,0,0,0,0,Sé/São Paulo,sale,apartment,-23.550852,-46.6292247,"(-46.6292247, -23.550852)",pedro-ii,0.37113098086038615
380000,0,44,1,1,0,1,0,0,0,0,Sé/São Paulo,sale,apartment,-23.5525602,-46.6286044,"(-46.6286044, -23.5525602)",pedro-ii,0.36467497561035084
160000,381,42,1,1,0,1,0,0,0,0,Sé/São Paulo,sale,apartment,-23.550852,-46.6292247,"(-46.6292247, -23.550852)",pedro-ii,0.37113098086038615
185000,326,38,1,1,0,1,0,0,0,0,Sé/São Paulo,sale,apartment,-23.5568322,-46.629796999999996,"(-46.629796999999996, -23.5568322)",japao-liberdade,0.6576052055599045
234000,300,32,1,2,1,1,0,0,0,0,Sé/São Paulo,sale,apartment,-23.5464599,-46.623517799999995,"(-46.623517799999995, -23.5464599)",pedro-ii,0.3695757430504906
270000,306,75,1,1,0,0,0,0,0,0,Sé/São Paulo,sale,apartment,-23.55529,-46.6314061,"(-46.6314061, -23.55529)",japao-liberdade,0.46647892243621863
555000,0,70,2,2,0,1,0,0,0,0,Sé/São Paulo,sale,apartment,-23.5497608,-46.631245799999995,"(-46.631245799999995, -23.5497608)",se,0.4752869318106483
280000,390,58,1,1,0,0,0,0,0,0,Sé/São Paulo,sale,apartment,-23.550852,-46.6292247,"(-46.6292247, -23.550852)",pedro-ii,0.37113098086038615
