Price,condo,size,rooms,toilets,suites,parking,elevator,furnished,swimming_pool,new,district,negotiation_type,property_type,latitude,longitude,property_coords,nearest_metro_station,nearest_metro_station_distance
930,220,47,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.543138,-46.479486,"(-46.479486, -23.543138)",artur-alvim,0.6213932034523764
1000,148,45,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.550239,-46.480717999999996,"(-46.480717999999996, -23.550239)",artur-alvim,0.8863462521325608
1000,100,48,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.542818,-46.485665000000004,"(-46.485665000000004, -23.542818)",artur-alvim,0.22455511562022237
1000,200,48,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.547171,-46.483014000000004,"(-46.483014000000004, -23.547171)",artur-alvim,0.56419266998611
1300,410,55,2,2,1,1,1,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.525025,-46.482436,"(-46.482436, -23.525025)",artur-alvim,1.1955266013412649
1170,0,50,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.548751,-46.477195,"(-46.477195, -23.548751)",corinthians-itaquera,0.8298390829396102
1000,180,52,1,2,1,1,1,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.54984,-46.484137,"(-46.484137, -23.54984)",artur-alvim,0.73955214159791
900,150,40,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.53974,-46.492670000000004,"(-46.492670000000004, -23.53974)",artur-alvim,0.8860964429809953
1000,0,65,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.548751,-46.477195,"(-46.477195, -23.548751)",corinthians-itaquera,0.8298390829396102
1000,0,100,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.548751,-46.477195,"(-46.477195, -23.548751)",corinthians-itaquera,0.8298390829396102
760,160,38,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.55185,-46.491169,"(-46.491169, -23.55185)",artur-alvim,1.1446355389653537
800,150,48,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.545761,-46.479509,"(-46.479509, -23.545761)",artur-alvim,0.7164222180187028
900,130,56,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.552073,-46.483411,"(-46.483411, -23.552073)",artur-alvim,0.9196471338187641
1000,200,56,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,rent,apartment,-23.541366,-46.483726000000004,"(-46.483726000000004, -23.541366)",artur-alvim,0.1389228811102736
1800,418,54,2,2,1,1,1,0,1,0,Belém/São Paulo,rent,apartment,-23.543955,-46.586619,"(-46.586619, -23.543955)",belem,0.34323404009556224
1600,416,45,2,2,1,1,0,0,0,0,Belém/São Paulo,rent,apartment,-23.544698,-46.602114,"(-46.602114, -23.544698)",bresser-mooca,0.5743326047048581
1500,337,55,2,2,1,1,1,0,0,0,Belém/São Paulo,rent,apartment,-23.546104,-46.594578999999996,"(-46.594578999999996, -23.546104)",belem,0.6048543715126476
1600,306,43,2,2,1,1,1,0,0,0,Belém/São Paulo,rent,apartment,-23.534606,-46.595084,"(-46.595084, -23.534606)",belem,0.8779723656317017
1600,150,80,2,2,1,1,1,0,0,0,Belém/São Paulo,rent,apartment,-23.539620000000003,-46.596337,"(-46.596337, -23.539620000000003)",belem,0.7876923187574373
1600,420,46,2,2,1,1,0,0,0,0,Belém/São Paulo,rent,apartment,-23.544698,-46.602114,"(-46.602114, -23.544698)",bresser-mooca,0.5743326047048581
1900,800,67,3,2,1,1,1,1,0,0,Belém/São Paulo,rent,apartment,-23.53838,-46.589441,"(-46.589441, -23.53838)",belem,0.3447788372738909
2500,720,68,3,2,1,1,0,0,1,0,Belém/São Paulo,rent,apartment,-23.538163,-46.591505,"(-46.591505, -23.538163)",belem,0.4175648306039788
1400,743,63,2,2,1,1,0,0,1,0,Belém/São Paulo,rent,apartment,-23.540023,-46.586898,"(-46.586898, -23.540023)",belem,0.3726774515359224
1800,530,59,3,2,1,1,0,0,0,0,Belém/São Paulo,rent,apartment,-23.544698,-46.602114,"(-46.602114, -23.544698)",bresser-mooca,0.5743326047048581
1500,2893,230,3,2,1,2,0,0,0,0,Belém/São Paulo,rent,apartment,-23.540212,-46.585702000000005,"(-46.585702000000005, -23.540212)",belem,0.4803751770106774
2300,857,113,3,2,1,2,1,0,0,0,Belém/São Paulo,rent,apartment,-23.538134,-46.594059,"(-46.594059, -23.538134)",belem,0.6130789032543171
2250,530,68,2,2,1,1,0,0,1,0,Belém/São Paulo,rent,apartment,-23.538163,-46.591505,"(-46.591505, -23.538163)",belem,0.4175648306039788
1700,445,65,2,2,1,1,0,0,1,0,Belém/São Paulo,rent,apartment,-23.532871,-46.601244,"(-46.601244, -23.532871)",bresser-mooca,1.2245265419399838
1726,290,55,2,2,1,1,1,0,1,0,Belém/São Paulo,rent,apartment,-23.534606,-46.595084,"(-46.595084, -23.534606)",belem,0.8779723656317017
1700,450,50,1,2,1,1,1,0,1,0,Belém/São Paulo,rent,apartment,-23.546089000000002,-46.590325,"(-46.590325, -23.546089000000002)",belem,0.25887760418854133
1600,300,48,2,2,1,1,1,0,0,0,Belém/São Paulo,rent,apartment,-23.546104,-46.594578999999996,"(-46.594578999999996, -23.546104)",belem,0.6048543715126476
810,140,36,1,2,1,1,0,0,0,0,Belém/São Paulo,rent,apartment,-23.538794,-46.605664000000004,"(-46.605664000000004, -23.538794)",bresser-mooca,0.6028320743865138
3000,811,107,3,3,1,2,1,0,1,0,Belém/São Paulo,rent,apartment,-23.538767,-46.594706,"(-46.594706, -23.538767)",belem,0.6474770028229522
6000,800,150,3,4,3,2,1,1,0,0,Belém/São Paulo,rent,apartment,-23.550987,-46.590908,"(-46.590908, -23.550987)",belem,0.638305635503266
1750,760,60,3,2,1,1,0,0,0,0,Belém/São Paulo,rent,apartment,-23.53838,-46.589441,"(-46.589441, -23.53838)",belem,0.3447788372738909
2500,857,113,3,2,1,2,1,0,0,0,Belém/São Paulo,rent,apartment,-23.538134,-46.594059,"(-46.594059, -23.538134)",belem,0.6130789032543171
3800,1450,155,3,4,3,3,1,1,0,0,Belém/São Paulo,rent,apartment,-23.540085,-46.593312,"(-46.593312, -23.540085)",belem,0.46314661023644804
1600,300,66,2,2,1,1,1,0,0,0,Belém/São Paulo,rent,apartment,-23.537298999999997,-46.583385,"(-46.583385, -23.537298999999997)",tatuape,0.7829655428816489
990,692,57,2,2,1,1,0,0,0,0,Belém/São Paulo,rent,apartment,-23.530025,-46.600427,"(-46.600427, -23.530025)",bresser-mooca,1.4578363550820037
1850,500,57,2,2,1,2,0,0,1,0,Belém/São Paulo,rent,apartment,-23.543955,-46.586619,"(-46.586619, -23.543955)",belem,0.34323404009556224
1950,377,55,2,2,1,1,1,1,0,0,Belém/São Paulo,rent,apartment,-23.535523,-46.593554,"(-46.593554, -23.535523)",belem,0.7133620994483522
1099,400,85,2,2,1,1,0,0,0,0,Belém/São Paulo,rent,apartment,-23.536996,-46.591994,"(-46.591994, -23.536996)",belem,0.5222053920288644
2300,907,114,4,3,2,2,0,0,1,0,Belém/São Paulo,rent,apartment,-23.538904000000002,-46.589456,"(-46.589456, -23.538904000000002)",belem,0.30459153351871776
1500,275,80,3,2,1,1,0,0,0,0,Belém/São Paulo,rent,apartment,-23.53718,-46.593103,"(-46.593103, -23.53718)",belem,0.5836065402669259
1300,289,44,2,2,1,1,1,0,0,0,Belém/São Paulo,rent,apartment,-23.559264000000002,-46.575407,"(-46.575407, -23.559264000000002)",tatuape,1.4638005834859553
1900,374,55,2,2,1,1,1,1,0,0,Belém/São Paulo,rent,apartment,-23.536768,-46.593884,"(-46.593884, -23.536768)",belem,0.6663304988042392
1350,500,51,2,2,1,1,1,0,0,0,Belém/São Paulo,rent,apartment,-23.538535,-46.595799,"(-46.595799, -23.538535)",belem,0.763551063048538
2500,857,115,3,2,1,2,1,0,1,0,Belém/São Paulo,rent,apartment,-23.538282000000002,-46.593159,"(-46.593159, -23.538282000000002)",belem,0.5281310241594334
2500,750,73,3,2,1,1,1,0,0,0,Belém/São Paulo,rent,apartment,-23.537348,-46.588941,"(-46.588941, -23.537348)",belem,0.42990584622811007
1200,0,48,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.502336,-46.523243,"(-46.523243, -23.502336)",guilhermina-esperanca,2.1957342149720462
1450,0,65,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.506197,-46.522358000000004,"(-46.522358000000004, -23.506197)",guilhermina-esperanca,1.8836439820403341
1100,590,64,3,2,1,1,1,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.509447,-46.530638,"(-46.530638, -23.509447)",vila-matilde,1.724050048331057
870,560,58,2,2,1,1,0,0,1,0,Cangaíba/São Paulo,rent,apartment,-23.510982000000002,-46.542666,"(-46.542666, -23.510982000000002)",penha,1.7267963001133515
1300,310,57,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.497770000000003,-46.511826,"(-46.511826, -23.497770000000003)",guilhermina-esperanca,2.4785074425495033
1000,380,58,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.510943,-46.52949,"(-46.52949, -23.510943)",vila-matilde,1.6164253765084757
1100,546,96,3,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.508423,-46.530246000000005,"(-46.530246000000005, -23.508423)",vila-matilde,1.8037665260199143
1100,250,48,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.503393,-46.523542,"(-46.523542, -23.503393)",guilhermina-esperanca,2.1311984473697043
800,0,40,1,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.509073,-46.53732,"(-46.53732, -23.509073)",vila-matilde,1.8933099458896991
1200,400,62,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.508439000000003,-46.530778000000005,"(-46.530778000000005, -23.508439000000003)",vila-matilde,1.8012137206879624
900,250,53,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.505049,-46.527093,"(-46.527093, -23.505049)",vila-matilde,2.103723655290497
1150,0,52,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.504686,-46.513013,"(-46.513013, -23.504686)",guilhermina-esperanca,1.9318179256789378
1250,400,55,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.508439000000003,-46.530778000000005,"(-46.530778000000005, -23.508439000000003)",vila-matilde,1.8012137206879624
1100,580,60,2,2,1,1,1,0,1,0,Cangaíba/São Paulo,rent,apartment,-23.515341,-46.532945,"(-46.532945, -23.515341)",vila-matilde,1.292330265064742
1200,570,67,2,2,1,1,1,0,1,0,Cangaíba/São Paulo,rent,apartment,-23.510982000000002,-46.542666,"(-46.542666, -23.510982000000002)",penha,1.7267963001133515
1200,0,50,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.505049,-46.527093,"(-46.527093, -23.505049)",vila-matilde,2.103723655290497
1200,400,55,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.509447,-46.530638,"(-46.530638, -23.509447)",vila-matilde,1.724050048331057
1400,0,55,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.499806,-46.522778,"(-46.522778, -23.499806)",guilhermina-esperanca,2.364166395663733
1350,0,52,3,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.505049,-46.527093,"(-46.527093, -23.505049)",vila-matilde,2.103723655290497
1200,587,70,3,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.508423,-46.530246000000005,"(-46.530246000000005, -23.508423)",vila-matilde,1.8037665260199143
1300,0,46,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.504479999999997,-46.51085,"(-46.51085, -23.504479999999997)",guilhermina-esperanca,2.01090780892368
1000,380,48,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.512882,-46.547654,"(-46.547654, -23.512882)",penha,1.675298446107557
1600,0,48,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.503393,-46.523542,"(-46.523542, -23.503393)",guilhermina-esperanca,2.1311984473697043
1600,400,52,2,2,1,1,1,0,1,0,Cangaíba/São Paulo,rent,apartment,-23.512219,-46.534244,"(-46.534244, -23.512219)",vila-matilde,1.5569019044937862
1150,370,55,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.511022,-46.529594,"(-46.529594, -23.511022)",vila-matilde,1.6093279560280869
1200,220,45,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.519551,-46.553027,"(-46.553027, -23.519551)",penha,1.5714618099464719
1500,410,56,3,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.502942,-46.508986,"(-46.508986, -23.502942)",guilhermina-esperanca,2.194814489874613
1120,340,48,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.502336,-46.523243,"(-46.523243, -23.502336)",guilhermina-esperanca,2.1957342149720462
1300,400,55,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.508439000000003,-46.530778000000005,"(-46.530778000000005, -23.508439000000003)",vila-matilde,1.8012137206879624
1100,0,60,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.505049,-46.527093,"(-46.527093, -23.505049)",vila-matilde,2.103723655290497
1860,340,50,2,2,1,1,1,1,1,0,Carrão/São Paulo,rent,apartment,-23.552816,-46.522892999999996,"(-46.522892999999996, -23.552816)",vila-matilde,1.8325197317473798
1400,708,70,2,2,1,1,1,0,1,0,Carrão/São Paulo,rent,apartment,-23.56119,-46.543428000000006,"(-46.543428000000006, -23.56119)",sao-lucas,2.1245962912359797
3200,850,105,3,4,3,2,0,0,1,0,Carrão/São Paulo,rent,apartment,-23.561751,-46.538090999999994,"(-46.538090999999994, -23.561751)",sao-lucas,2.2038116807846406
900,500,50,2,2,1,1,1,0,0,0,Carrão/São Paulo,rent,apartment,-23.553051,-46.524581,"(-46.524581, -23.553051)",vila-matilde,1.7659274127227713
3500,1000,125,3,2,1,2,0,0,0,0,Carrão/São Paulo,rent,apartment,-23.543743,-46.540831,"(-46.540831, -23.543743)",penha,0.8121818022115791
3500,1030,126,3,4,3,2,1,0,1,0,Carrão/São Paulo,rent,apartment,-23.55404,-46.545111,"(-46.545111, -23.55404)",penha,1.5990396400055655
3500,580,98,2,1,2,2,0,0,1,0,Carrão/São Paulo,rent,apartment,-23.551159,-46.540401,"(-46.540401, -23.551159)",penha,1.3781617869390643
1350,345,49,2,2,1,1,0,0,0,0,Carrão/São Paulo,rent,apartment,-23.552816,-46.522892999999996,"(-46.522892999999996, -23.552816)",vila-matilde,1.8325197317473798
2300,374,65,2,2,1,1,1,0,1,0,Carrão/São Paulo,rent,apartment,-23.534905,-46.565265999999994,"(-46.565265999999994, -23.534905)",carrao,0.25442834304761985
1300,580,62,2,2,1,1,1,0,1,0,Carrão/São Paulo,rent,apartment,-23.562428,-46.532338,"(-46.532338, -23.562428)",vila-matilde,2.346434027357658
1400,510,64,2,2,1,1,0,0,0,0,Carrão/São Paulo,rent,apartment,-23.555378,-46.531058,"(-46.531058, -23.555378)",vila-matilde,1.8000525720652418
3500,1030,126,3,5,3,2,1,0,1,0,Carrão/São Paulo,rent,apartment,-23.551011,-46.543376,"(-46.543376, -23.551011)",penha,1.3458183460448208
1600,520,64,3,2,1,1,0,0,1,0,Carrão/São Paulo,rent,apartment,-23.554469,-46.545331,"(-46.545331, -23.554469)",penha,1.6357201750347545
1000,750,60,2,2,1,1,0,0,1,0,Carrão/São Paulo,rent,apartment,-23.556845000000003,-46.541489,"(-46.541489, -23.556845000000003)",penha,1.795826265260621
2200,678,75,3,2,1,2,0,0,1,0,Carrão/São Paulo,rent,apartment,-23.545657000000002,-46.541398,"(-46.541398, -23.545657000000002)",penha,0.9435098116584311
1600,450,54,2,2,1,1,0,0,1,0,Carrão/São Paulo,rent,apartment,-23.539497,-46.546527000000005,"(-46.546527000000005, -23.539497)",penha,0.6291848952191745
1700,248,48,2,2,1,1,1,0,1,0,Carrão/São Paulo,rent,apartment,-23.556977,-46.524572,"(-46.524572, -23.556977)",vila-matilde,2.046333778090544
1400,510,64,2,2,1,1,0,0,0,0,Carrão/São Paulo,rent,apartment,-23.557944,-46.532721,"(-46.532721, -23.557944)",vila-matilde,2.007303891711195
1200,497,48,2,2,1,1,0,0,0,0,Carrão/São Paulo,rent,apartment,-23.558904000000002,-46.539729,"(-46.539729, -23.558904000000002)",penha,1.976202003713923
1200,450,48,2,2,1,1,0,0,0,0,Carrão/São Paulo,rent,apartment,-23.552901000000002,-46.525581,"(-46.525581, -23.552901000000002)",vila-matilde,1.7140937438544523
1000,320,50,2,2,1,1,0,0,0,0,Carrão/São Paulo,rent,apartment,-23.551984,-46.522096999999995,"(-46.522096999999995, -23.551984)",vila-matilde,1.8227272302931787
1441,733,70,2,2,1,1,1,1,0,0,Carrão/São Paulo,rent,apartment,-23.54162,-46.552255,"(-46.552255, -23.54162)",penha,1.2344545694498488
1200,835,56,2,2,1,1,0,0,1,0,Carrão/São Paulo,rent,apartment,-23.556661,-46.546212,"(-46.546212, -23.556661)",penha,1.8199711597513988
1400,550,72,2,2,1,1,1,0,0,0,Carrão/São Paulo,rent,apartment,-23.557115,-46.539415999999996,"(-46.539415999999996, -23.557115)",penha,1.8475051798499407
3100,650,114,3,3,1,2,1,1,1,0,Carrão/São Paulo,rent,apartment,-23.551712,-46.545053,"(-46.545053, -23.551712)",penha,1.4221803820596093
1200,130,40,1,2,1,1,0,0,0,0,Carrão/São Paulo,rent,apartment,-23.543084,-46.539058000000004,"(-46.539058000000004, -23.543084)",penha,0.8379240390246387
2200,0,106,3,2,1,1,1,0,1,0,Carrão/São Paulo,rent,apartment,-23.557605,-46.539931,"(-46.539931, -23.557605)",penha,1.8742264993722324
1350,320,50,2,2,1,1,1,0,0,0,Carrão/São Paulo,rent,apartment,-23.551984,-46.522096999999995,"(-46.522096999999995, -23.551984)",vila-matilde,1.8227272302931787
1500,870,77,3,2,1,2,1,0,1,0,Carrão/São Paulo,rent,apartment,-23.555098,-46.528565,"(-46.528565, -23.555098)",vila-matilde,1.7969063158184997
1900,546,61,2,2,1,1,0,0,1,0,Carrão/São Paulo,rent,apartment,-23.554469,-46.545331,"(-46.545331, -23.554469)",penha,1.6357201750347545
3000,1500,198,3,2,1,3,0,0,1,0,Carrão/São Paulo,rent,apartment,-23.551712,-46.545053,"(-46.545053, -23.551712)",penha,1.4221803820596093
1200,100,35,2,2,1,1,0,0,0,0,Carrão/São Paulo,rent,apartment,-23.548841,-46.541492,"(-46.541492, -23.548841)",penha,1.1843440026421377
1500,870,78,3,2,1,2,0,0,1,0,Carrão/São Paulo,rent,apartment,-23.555098,-46.528565,"(-46.528565, -23.555098)",vila-matilde,1.7969063158184997
1300,583,72,2,2,1,1,1,0,1,0,Carrão/São Paulo,rent,apartment,-23.562782000000002,-46.531425,"(-46.531425, -23.562782000000002)",vila-matilde,2.368749352046128
1280,560,62,2,2,1,1,1,0,1,0,Carrão/São Paulo,rent,apartment,-23.562428,-46.532338,"(-46.532338, -23.562428)",vila-matilde,2.346434027357658
1200,450,50,2,2,1,1,1,0,0,0,Carrão/São Paulo,rent,apartment,-23.555806,-46.529708,"(-46.529708, -23.555806)",vila-matilde,1.837364035292582
1300,0,65,3,2,1,1,0,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.552162,-46.476099,"(-46.476099, -23.552162)",corinthians-itaquera,0.9324688432903527
850,415,50,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.562946,-46.479356,"(-46.479356, -23.562946)",corinthians-itaquera,1.8261442653577127
900,465,48,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.562975,-46.479401,"(-46.479401, -23.562975)",corinthians-itaquera,1.8305618078057928
1400,360,66,3,2,1,1,1,0,1,0,Cidade Líder/São Paulo,rent,apartment,-23.559894,-46.511703000000004,"(-46.511703000000004, -23.559894)",patriarca-vila-re,2.3817381448128394
1800,480,82,3,2,1,1,1,1,0,0,Cidade Líder/São Paulo,rent,apartment,-23.553679000000002,-46.467287,"(-46.467287, -23.553679000000002)",corinthians-itaquera,0.9765960100767817
1200,0,64,3,2,1,1,0,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.558014,-46.475743,"(-46.475743, -23.558014)",corinthians-itaquera,1.3079974740510476
700,0,30,1,2,1,1,0,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.573224,-46.481089000000004,"(-46.481089000000004, -23.573224)",artur-alvim,2.5641635617651573
500,0,50,1,2,1,1,0,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.559095000000003,-46.48816,"(-46.48816, -23.559095000000003)",artur-alvim,1.4974765926216698
1200,290,46,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.562210999999998,-46.479378000000004,"(-46.479378000000004, -23.562210999999998)",corinthians-itaquera,1.7786013087565715
1100,300,50,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.562208,-46.479378999999994,"(-46.479378999999994, -23.562208)",corinthians-itaquera,1.7784600000016317
1500,530,63,3,2,1,1,1,0,1,0,Cidade Líder/São Paulo,rent,apartment,-23.564779,-46.476772,"(-46.476772, -23.564779)",corinthians-itaquera,1.8339177709444667
1100,498,47,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.564017,-46.467957,"(-46.467957, -23.564017)",corinthians-itaquera,1.7066917965853854
1100,442,67,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.555285,-46.479096000000006,"(-46.479096000000006, -23.555285)",artur-alvim,1.3126014217898063
1300,415,48,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.563018,-46.478423,"(-46.478423, -23.563018)",corinthians-itaquera,1.781926002086383
1200,350,56,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.562596,-46.478924,"(-46.478924, -23.562596)",corinthians-itaquera,1.779214979933619
1300,0,70,3,2,1,1,0,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.552162,-46.476099,"(-46.476099, -23.552162)",corinthians-itaquera,0.9324688432903527
1800,482,82,3,2,1,1,1,1,0,0,Cidade Líder/São Paulo,rent,apartment,-23.553283999999998,-46.466516,"(-46.466516, -23.553283999999998)",corinthians-itaquera,0.9917988200367461
1346,0,49,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.55686,-46.476183,"(-46.476183, -23.55686)",corinthians-itaquera,1.2475973423442595
1000,330,50,2,2,1,1,0,0,1,0,Cidade Líder/São Paulo,rent,apartment,-23.576242,-46.490775,"(-46.490775, -23.576242)",artur-alvim,2.8450712994605163
1350,400,47,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.562596,-46.478924,"(-46.478924, -23.562596)",corinthians-itaquera,1.779214979933619
1000,0,70,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.551332000000002,-46.477462,"(-46.477462, -23.551332000000002)",corinthians-itaquera,0.9822123424969479
850,415,50,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.562596,-46.478924,"(-46.478924, -23.562596)",corinthians-itaquera,1.779214979933619
950,430,60,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,rent,apartment,-23.564779,-46.476772,"(-46.476772, -23.564779)",corinthians-itaquera,1.8339177709444667
700,250,47,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.564088,-46.477392,"(-46.477392, -23.564088)",corinthians-itaquera,1.8090962628250309
1850,490,92,3,2,1,1,1,1,0,0,Cidade Líder/São Paulo,rent,apartment,-23.55675,-46.489407,"(-46.489407, -23.55675)",artur-alvim,1.3708541861684052
780,320,50,2,2,1,1,1,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.563544,-46.479948,"(-46.479948, -23.563544)",artur-alvim,1.8657112181197208
900,0,48,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,rent,apartment,-23.55686,-46.476183,"(-46.476183, -23.55686)",corinthians-itaquera,1.2475973423442595
1000,395,55,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,rent,apartment,-23.564779,-46.476772,"(-46.476772, -23.564779)",corinthians-itaquera,1.8339177709444667
1000,530,62,3,2,1,1,1,0,1,0,Cidade Líder/São Paulo,rent,apartment,-23.564779,-46.476772,"(-46.476772, -23.564779)",corinthians-itaquera,1.8339177709444667
1100,480,62,3,2,1,1,1,0,1,0,Cidade Líder/São Paulo,rent,apartment,-23.564779,-46.476772,"(-46.476772, -23.564779)",corinthians-itaquera,1.8339177709444667
1500,375,55,2,2,1,1,1,0,1,0,Cidade Líder/São Paulo,rent,apartment,-23.564779,-46.476772,"(-46.476772, -23.564779)",corinthians-itaquera,1.8339177709444667
550,100,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.6006,-46.39428,"(-46.39428, -23.6006)",corinthians-itaquera,9.653993855286833
600,110,46,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.600594,-46.394294,"(-46.394294, -23.600594)",corinthians-itaquera,9.65240111412595
700,0,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.60452,-46.399058000000004,"(-46.399058000000004, -23.60452)",corinthians-itaquera,9.337403218271536
6000,0,152,2,2,1,1,1,1,0,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.588704,-46.40328,"(-46.40328, -23.588704)",corinthians-itaquera,8.35051424525394
800,50,46,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.590671,-46.396840999999995,"(-46.396840999999995, -23.590671)",corinthians-itaquera,9.063935939336227
2000,615,74,3,2,1,1,1,0,1,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.609832,-46.405243,"(-46.405243, -23.609832)",corinthians-itaquera,8.983315614960341
1200,330,70,2,2,1,1,0,0,1,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.610718,-46.408223,"(-46.408223, -23.610718)",corinthians-itaquera,8.755667459832035
3000,500,60,1,2,1,2,0,0,1,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.590011999999998,-46.405122,"(-46.405122, -23.590011999999998)",corinthians-itaquera,8.210209206661549
750,50,45,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.582514,-46.402498,"(-46.402498, -23.582514)",corinthians-itaquera,8.239224944368866
850,0,54,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.598796,-46.419973999999996,"(-46.419973999999996, -23.598796)",corinthians-itaquera,7.160912277104301
750,0,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.600057,-46.420926,"(-46.420926, -23.600057)",corinthians-itaquera,7.1368646748235625
600,100,49,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.595545,-46.42033,"(-46.42033, -23.595545)",corinthians-itaquera,6.980180282142131
700,0,48,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.600983,-46.422829,"(-46.422829, -23.600983)",corinthians-itaquera,7.0178954104298334
