price,condo,size,rooms,toilets,suites,parking,elevator,furnished,swimming_pool,new,district,negotiation_type,property_type,latitude,longitude,nearest_station,nearest_station_distance
732600,1000,74,1,2,1,2,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.552129,-46.692244,vila-madalena,0.4473419594651497
1990000,2400,164,4,5,2,3,1,1,1,0,Vila Madalena/São Paulo,sale,apartment,-23.551613,-46.699106,vila-madalena,0.9695477342788176
720000,700,70,2,2,1,1,1,0,1,1,Vila Madalena/São Paulo,sale,apartment,-23.547687,-46.692594,vila-madalena,0.18698760697459102
1680000,1580,155,3,5,3,2,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.55259,-46.691103999999996,vila-madalena,0.4648379895293644
1200000,900,56,2,2,1,2,0,1,1,0,Vila Madalena/São Paulo,sale,apartment,-23.553086999999998,-46.69789,vila-madalena,0.9048138442004695
1950000,2207,122,3,2,1,2,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.558541,-46.69232,faria-lima,0.6891376576869694
2105860,0,149,4,1,3,2,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.548473,-46.693005,vila-madalena,0.2578351460808667
1475610,1000,118,3,3,1,2,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.549317000000002,-46.692097,vila-madalena,0.2408444529001877
1350000,1350,112,3,3,1,2,0,1,1,0,Vila Madalena/São Paulo,sale,apartment,-23.554729000000002,-46.689597,vila-madalena,0.6505455508000576
1880000,1050,149,4,5,2,2,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.548235000000002,-46.692536,vila-madalena,0.20552623782300686
720000,900,73,2,2,1,1,1,0,0,0,Vila Madalena/São Paulo,sale,apartment,-23.544957,-46.693205999999996,vila-madalena,0.25952155815589906
1100000,1000,94,3,3,1,1,1,0,0,0,Vila Madalena/São Paulo,sale,apartment,-23.543664,-46.704285,vila-madalena,1.4792501706275325
650000,0,67,2,2,1,1,1,0,0,1,Vila Madalena/São Paulo,sale,apartment,-23.56215,-46.692518,faria-lima,0.42102092118153733
1500000,1650,156,4,5,3,3,0,0,0,0,Vila Madalena/São Paulo,sale,apartment,-23.552595999999998,-46.691106,vila-madalena,0.46529458222930375
928000,1100,97,3,2,1,1,1,0,0,0,Vila Madalena/São Paulo,sale,apartment,-23.545566,-46.693608000000005,vila-madalena,0.2851306292343567
697400,500,67,3,2,1,1,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.544082,-46.690373,vila-madalena,0.20216019132413757
750000,835,75,2,2,1,1,0,0,0,0,Vila Madalena/São Paulo,sale,apartment,-23.552039,-46.698436,vila-madalena,0.9163782436930923
2680001,0,168,2,3,2,3,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.554117,-46.686749,vila-madalena,0.7580435358768028
820000,1500,93,2,2,1,1,1,0,0,0,Vila Madalena/São Paulo,sale,apartment,-23.54652,-46.694236,vila-madalena,0.3460102578436108
820000,1500,90,2,2,1,1,0,1,0,0,Vila Madalena/São Paulo,sale,apartment,-23.546733,-46.694201,vila-madalena,0.3425922413189717
1100000,0,93,2,1,2,1,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.546657999999997,-46.692002,vila-madalena,0.09837866934902538
980000,570,67,2,2,1,1,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.544407999999997,-46.691265,vila-madalena,0.15999211920414846
4125000,0,275,4,5,4,4,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.549316,-46.692097,vila-madalena,0.24077630765169625
1150000,0,105,2,3,2,2,0,0,0,0,Vila Madalena/São Paulo,sale,apartment,-23.557858,-46.687365,fradique-coutinho,0.732379109863826
836893,0,68,2,2,1,1,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.549871,-46.693104999999996,vila-madalena,0.3387989519747884
1500000,1750,126,3,3,1,2,0,0,0,0,Vila Madalena/São Paulo,sale,apartment,-23.551683999999998,-46.687401,vila-madalena,0.5727294073690933
1250700,1800,128,3,4,1,2,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.545901,-46.707682,pinheiros,1.7481132527444687
530000,335,70,2,2,1,1,0,0,0,0,Vila Madalena/São Paulo,sale,apartment,-23.544128,-46.694184,vila-madalena,0.38517486935783257
1400000,650,95,3,3,1,2,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.555403,-46.681228000000004,santuario-nossa-senhora-de-fatima-sumare,0.3764756434077815
522900,700,83,3,2,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.560845999999998,-46.604265999999996,bresser-mooca,1.1521668588039615
420000,0,71,3,2,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.563045000000002,-46.594365,belem,1.62945076784579
369000,295,63,2,2,1,1,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.552691,-46.623627,pedro-ii,0.3475037848490572
686700,800,109,4,4,3,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.560845999999998,-46.604265999999996,bresser-mooca,1.1521668588039615
360000,543,50,2,2,1,1,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5481,-46.609283000000005,bresser-mooca,0.27167689658265415
1195614,0,110,3,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.556404,-46.606369,bresser-mooca,0.7721495847804838
2450000,1452,221,3,4,3,4,1,1,1,0,Mooca/São Paulo,sale,apartment,-23.550987,-46.590908,belem,0.6365669872472745
919990,701,126,3,4,3,2,1,1,1,0,Mooca/São Paulo,sale,apartment,-23.549196,-46.595386,belem,0.8033101685434904
1550000,1600,172,3,5,3,3,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.556104,-46.607512,bresser-mooca,0.7453775839241565
580000,750,87,3,3,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.55654,-46.604418,bresser-mooca,0.8349379531606081
1650000,1100,185,4,4,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.55675,-46.598875,bresser-mooca,1.2153282208512874
629950,0,83,3,3,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.560043,-46.604831,bresser-mooca,1.0766169776965369
441000,550,69,2,2,1,2,1,0,1,1,Mooca/São Paulo,sale,apartment,-23.559428,-46.603770000000004,bresser-mooca,1.0667385146271327
550000,0,77,3,2,1,2,0,0,0,0,Mooca/São Paulo,sale,apartment,-23.557436,-46.595304,belem,1.2800957708740484
203000,190,34,2,2,1,1,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.55989,-46.594119,belem,1.3935042075855375
680000,700,85,3,2,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.563142000000003,-46.584295000000004,vila-prudente,1.6422470654094026
345300,0,58,3,2,0,1,1,0,0,1,Mooca/São Paulo,sale,apartment,-23.549321,-46.583944,belem,0.8003335035018782
995000,0,120,3,3,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.565535,-46.601888,bresser-mooca,1.5774280596970882
369000,0,60,3,2,1,1,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.556681,-46.591792,belem,1.0826230139522746
927000,820,140,3,2,1,3,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.556407,-46.606371,bresser-mooca,0.7723522493912358
880000,0,118,3,4,3,2,1,0,1,1,Mooca/São Paulo,sale,apartment,-23.558443,-46.593451,belem,1.2639811558918015
526000,0,70,2,2,1,1,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.580576,-46.586502,vila-prudente,0.4587720817077535
660000,720,85,3,2,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.563142000000003,-46.584295000000004,vila-prudente,1.6422470654094026
385000,530,64,2,2,1,1,1,1,1,0,Mooca/São Paulo,sale,apartment,-23.557841,-46.591533,belem,1.163567900686863
522900,650,83,3,2,1,2,1,0,1,1,Mooca/São Paulo,sale,apartment,-23.559428,-46.603770000000004,bresser-mooca,1.0667385146271327
340000,452,65,3,2,1,1,1,1,1,0,Mooca/São Paulo,sale,apartment,-23.550464,-46.604648,bresser-mooca,0.41926196557257017
600000,882,82,2,2,1,1,0,1,1,0,Mooca/São Paulo,sale,apartment,-23.557554999999997,-46.606281,bresser-mooca,0.8606190721570548
441000,0,70,2,2,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.559841,-46.604037,bresser-mooca,1.0864916711472343
390000,553,31,1,2,1,1,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.618622,-46.685512,brooklin,0.6884036746348777
830000,821,82,3,3,1,1,0,1,0,0,Brooklin/São Paulo,sale,apartment,-23.616463,-46.680541,brooklin,1.1548490794385724
420000,1200,54,2,2,1,1,1,1,1,0,Brooklin/São Paulo,sale,apartment,-23.603693,-46.694742,brooklin,1.909825400642026
1737000,600,158,4,6,4,4,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.615268,-46.685278000000004,brooklin,0.9351038116330893
780000,1300,110,3,2,1,1,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.613210000000002,-46.681416999999996,brooklin,1.2774084739097549
790000,750,105,2,2,1,1,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.616042999999998,-46.682759999999995,brooklin,1.0147788925168475
550000,0,100,1,2,1,1,1,0,0,0,Brooklin/São Paulo,sale,apartment,-23.610462,-46.684729,brooklin,1.3024128850509737
950000,0,113,3,2,1,1,0,0,0,0,Brooklin/São Paulo,sale,apartment,-23.612659,-46.678737,eucaliptos,1.1463049955517641
785000,550,67,2,2,1,1,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.618385,-46.684776,brooklin,0.7423601651317121
570140,0,54,2,2,1,1,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.623669,-46.688265,brooklin,0.23943623335381298
1470000,900,130,3,5,3,2,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.619816,-46.695689,brooklin,0.9953656531796409
2050000,0,169,3,4,2,2,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.626047,-46.685233000000004,brooklin,0.32700525353080023
1690000,1365,167,3,5,3,3,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.624064999999998,-46.685122,brooklin,0.3940735525037087
760000,770,74,2,2,1,1,0,1,1,0,Brooklin/São Paulo,sale,apartment,-23.617511,-46.694794,brooklin,1.0254602475876955
555000,0,67,2,2,1,1,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.624665,-46.688734000000004,brooklin,0.17636369504792984
688000,800,63,2,2,1,2,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.611935,-46.680021999999994,eucaliptos,1.2786404500999458
690000,800,63,2,2,1,2,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.610342000000003,-46.681432,eucaliptos,1.425572863806788
1250000,950,125,3,4,1,2,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.62446,-46.68547,brooklin,0.3453290535951122
950000,770,70,2,2,1,1,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.62339,-46.694728999999995,brooklin,0.7787690815770464
640000,850,72,2,2,1,1,1,0,0,0,Brooklin/São Paulo,sale,apartment,-23.612967,-46.683731,brooklin,1.1630560080458068
1000000,1500,121,3,4,1,3,1,1,1,0,Brooklin/São Paulo,sale,apartment,-23.610485,-46.681160999999996,eucaliptos,1.3958208022702243
847000,1020,83,3,3,1,2,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.619701,-46.678965000000005,brooklin,1.1539014674796328
750000,950,94,3,4,1,2,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.612298000000003,-46.681999,brooklin,1.299407039457325
954000,1180,100,3,4,3,2,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.624773,-46.689663,brooklin,0.23039360062436862
1180000,0,125,3,4,3,2,1,0,1,1,Brooklin/São Paulo,sale,apartment,-23.624773,-46.689663,brooklin,0.23039360062436862
2790000,1650,225,4,4,3,4,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.614144,-46.688294,brooklin,0.9656575275924427
555000,492,41,1,2,1,1,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.614331,-46.686158,brooklin,0.9761300146598414
440000,450,34,1,2,1,1,1,1,1,0,Brooklin/São Paulo,sale,apartment,-23.61244,-46.68121,brooklin,1.3386198702330707
847000,1020,83,3,3,1,2,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.624751999999997,-46.683948,brooklin,0.4903764342857891
1340000,1050,105,2,3,2,2,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.614441,-46.686832,brooklin,0.953787525127331
1100000,1700,92,3,3,1,2,1,1,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.601284,-46.678802000000005,eucaliptos,1.305496543070369
1400000,800,83,2,3,2,2,1,0,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.599474,-46.675614,eucaliptos,1.107031323097478
1650000,1500,136,2,5,2,2,1,0,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.599257,-46.679927,eucaliptos,1.4926757900446153
1195000,700,76,2,2,1,2,1,0,0,0,Vila Olimpia/São Paulo,sale,apartment,-23.598468,-46.679859,eucaliptos,1.5197194827393046
1200000,840,96,3,3,1,2,0,0,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.598272,-46.675348,eucaliptos,1.154656550539626
1950000,1500,111,3,4,1,2,0,0,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.59433,-46.688316,faria-lima,2.158266957657355
3700000,2100,210,4,7,3,3,1,1,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.600786,-46.680126,eucaliptos,1.4526666639163495
1100000,786,94,3,2,1,1,0,0,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.592874,-46.685373,fradique-coutinho,2.0371836273426602
1155805,0,82,2,3,2,2,0,0,0,0,Vila Olimpia/São Paulo,sale,apartment,-23.596742000000003,-46.674285999999995,eucaliptos,1.1787004460383106
780000,0,85,3,2,1,1,0,0,0,0,Vila Olimpia/São Paulo,sale,apartment,-23.596107,-46.675538,eucaliptos,1.2973291161363518
1485000,1058,127,3,3,1,2,1,1,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.600103,-46.675411,eucaliptos,1.0571752957239198
2400000,1600,138,3,5,3,2,1,0,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.594329000000002,-46.688316,faria-lima,2.158193979697936
1950000,500,136,3,5,3,3,1,0,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.598966,-46.688512,brooklin,2.1236258401664574
807000,1488,105,3,3,1,1,1,0,0,0,Vila Olimpia/São Paulo,sale,apartment,-23.595104,-46.676922999999995,eucaliptos,1.4524108044505568
2650000,0,206,4,1,4,3,0,0,0,0,Vila Olimpia/São Paulo,sale,apartment,-23.600556,-46.674642999999996,eucaliptos,0.9726067681155283
1162756,0,95,3,3,1,2,1,0,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.604074,-46.675494,eucaliptos,0.8805215465123276
1600000,0,112,3,3,1,2,1,0,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.604197,-46.678332,eucaliptos,1.1616431622976136
775000,937,98,3,2,1,1,0,0,0,0,Vila Olimpia/São Paulo,sale,apartment,-23.602791,-46.675565,eucaliptos,0.9394174673233373
8000000,0,278,4,5,3,5,1,0,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.596469,-46.680587,eucaliptos,1.6749182652675392
350000,972,33,1,2,1,1,1,1,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.592855,-46.687697,fradique-coutinho,2.0692437048177372
8039200,0,278,4,7,4,4,1,1,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.596469,-46.680587,eucaliptos,1.6749182652675392
590000,500,51,1,2,1,1,0,1,0,0,Vila Olimpia/São Paulo,sale,apartment,-23.596689,-46.677890000000005,eucaliptos,1.4363738459418267
590000,500,51,1,2,1,1,0,1,0,0,Vila Olimpia/São Paulo,sale,apartment,-23.596689,-46.677890000000005,eucaliptos,1.4363738459418267
1360000,0,115,3,4,3,2,1,0,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.598468,-46.679859,eucaliptos,1.5197194827393046
1780000,2500,164,4,4,3,3,1,1,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.598769,-46.679415000000006,eucaliptos,1.4660803489566987
1106996,0,48,1,2,1,2,1,0,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.596525,-46.679154,eucaliptos,1.5485244823968782
1053000,1729,60,2,2,1,1,0,1,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.593963000000002,-46.688757,faria-lima,2.117575910603352
1250000,729,81,2,3,2,2,1,0,1,0,Vila Olimpia/São Paulo,sale,apartment,-23.599474,-46.675614,eucaliptos,1.107031323097478
610000,761,53,1,2,1,1,1,0,0,0,Vila Olimpia/São Paulo,sale,apartment,-23.5989,-46.681596,eucaliptos,1.665482128603415
1297500,950,173,4,4,3,3,1,0,1,1,Mooca/São Paulo,sale,apartment,-23.5598941,-46.604243200000006,bresser-mooca,1.0832700300454046
2180000,1500,221,4,4,3,4,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.550987600000003,-46.59090820000001,belem,0.6366166730179047
940000,0,112,3,2,1,2,0,0,0,0,Mooca/São Paulo,sale,apartment,-23.561876296999998,-46.6012077332,bresser-mooca,1.357147009528786
900000,800,120,3,3,2,3,0,1,1,0,Mooca/São Paulo,sale,apartment,-23.565535399999998,-46.6018887,bresser-mooca,1.5774275473768693
880000,650,102,3,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.548518899999998,-46.5945998,belem,0.702444144561753
970000,701,126,3,4,3,2,0,1,1,0,Mooca/São Paulo,sale,apartment,-23.5491967,-46.595386,belem,0.8033423458708823
699000,850,89,3,2,1,2,0,0,0,0,Mooca/São Paulo,sale,apartment,-23.5618983,-46.5780838,tatuape,1.6621968500841524
635000,920,98,3,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5568517,-46.6043505,bresser-mooca,0.8598499900878243
915000,756,30,3,1,0,2,0,1,1,0,Mooca/São Paulo,sale,apartment,-23.5582057,-46.595508,belem,1.342466615282921
550000,780,80,3,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5568517,-46.6043505,bresser-mooca,0.8598499900878243
365000,900,51,1,1,0,1,0,1,1,0,Mooca/São Paulo,sale,apartment,-23.557819600000002,-46.6068783,bresser-mooca,0.8758901478418736
423500,950,90,3,2,0,2,0,0,0,0,Mooca/São Paulo,sale,apartment,-23.5608424,-46.59463,belem,1.4820753808534177
750000,760,107,3,2,1,2,0,1,0,0,Mooca/São Paulo,sale,apartment,-23.560388800000002,-46.595026000000004,belem,1.4675133220749994
620000,0,83,3,2,1,1,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.55736,-46.6046844,bresser-mooca,0.8839307536647114
800000,1200,120,4,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5650862,-46.591080600000005,belem,1.7053016631441824
540000,600,50,2,2,1,1,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5569867,-46.5916084,belem,1.1011148478161235
920000,900,112,3,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5616363,-46.601504299999995,bresser-mooca,1.3252196253932467
713990,530,86,2,2,1,1,0,0,0,0,Mooca/São Paulo,sale,apartment,-23.55736,-46.6046844,bresser-mooca,0.8839307536647114
745000,750,92,3,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.561991,-46.5871744,belem,1.4860225598873777
435000,0,52,2,1,0,1,1,0,1,1,Mooca/São Paulo,sale,apartment,-23.5471924,-46.605692299999994,bresser-mooca,0.17429566733584576
990000,990,118,3,4,3,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.5584436,-46.593451200000004,belem,1.2640318167345794
460000,600,63,2,2,1,1,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.559749,-46.5828386,belem,1.4937324290888414
705000,0,132,3,2,1,1,0,0,0,0,Mooca/São Paulo,sale,apartment,-23.5696671,-46.5915167,vila-prudente,1.4520463217248034
399000,550,60,2,2,1,1,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5659633,-46.591333299999995,vila-prudente,1.672742134504454
850000,700,110,3,4,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.5676248,-46.58365870000001,vila-prudente,1.2971241413441605
530000,1300,107,2,2,1,1,0,0,0,0,Mooca/São Paulo,sale,apartment,-23.5671568,-46.591347600000006,vila-prudente,1.5967055364462972
425000,450,64,2,2,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.5577328,-46.5815283,tatuape,1.4422674103264217
900000,970,112,3,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5564048,-46.606369,bresser-mooca,0.7722103080556016
526000,400,70,2,2,1,1,0,0,1,0,Mooca/São Paulo,sale,apartment,0.0,0.0,corinthians-itaquera,5653.925172442767
495000,0,60,2,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5618727,-46.5801711,tatuape,1.6984084063222893
350000,600,79,2,1,0,1,0,0,0,0,Mooca/São Paulo,sale,apartment,-23.580328299999998,-46.5915894,vila-prudente,0.9633579555954667
1000000,820,122,3,3,2,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5623176,-46.6037017,bresser-mooca,1.2779481825183752
636000,0,74,2,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5552465,-46.5883667,belem,0.9557601320105694
420000,0,63,2,1,0,1,1,0,0,0,Mooca/São Paulo,sale,apartment,-23.5673715,-46.5799297,vila-prudente,1.372848895740414
459400,0,68,3,2,1,1,1,0,1,1,Mooca/São Paulo,sale,apartment,-23.5471924,-46.605692299999994,bresser-mooca,0.17429566733584576
670000,1480,110,3,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5633306,-46.594232,belem,1.6454386575556041
827900,0,109,3,4,3,2,0,0,1,0,Mooca/São Paulo,sale,apartment,0.0,0.0,corinthians-itaquera,5653.925172442767
270000,250,35,1,2,1,1,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5560586,-46.6194463,pedro-ii,0.8740591668958972
999000,1800,190,2,3,2,3,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5585862,-46.600167600000006,bresser-mooca,1.2146836915856878
560000,750,110,2,1,0,1,0,1,0,0,Mooca/São Paulo,sale,apartment,-23.560877800000004,-46.601535600000005,bresser-mooca,1.272777633608868
550000,770,80,3,2,1,2,0,1,1,0,Mooca/São Paulo,sale,apartment,-23.5568517,-46.6043505,bresser-mooca,0.8598499900878243
531000,505,70,2,2,1,1,1,0,1,1,Mooca/São Paulo,sale,apartment,0.0,0.0,corinthians-itaquera,5653.925172442767
550000,500,63,2,2,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,0.0,0.0,corinthians-itaquera,5653.925172442767
689900,500,86,3,2,1,1,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.55736,-46.6046844,bresser-mooca,0.8839307536647114
620000,638,76,3,2,1,2,0,1,1,0,Mooca/São Paulo,sale,apartment,-23.5515271,-46.6021199,bresser-mooca,0.6847315935936988
410000,360,63,3,2,1,1,0,1,1,0,Mooca/São Paulo,sale,apartment,-23.5496259,-46.6113732,bresser-mooca,0.5315437945916854
229310,480,60,2,1,0,1,1,0,0,0,Mooca/São Paulo,sale,apartment,-23.553748300000002,-46.6220122,pedro-ii,0.5389330406081737
580000,1368,125,3,2,1,1,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.561358,-46.5985842,bresser-mooca,1.4900846309957094
270000,300,77,2,1,0,1,1,0,0,0,Mooca/São Paulo,sale,apartment,-23.554490899999998,-46.5933179,belem,0.9786747911529942
490245,550,65,2,2,1,1,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5618259,-46.58019229999999,tatuape,1.6954753538425325
530000,0,68,2,2,1,2,0,0,0,0,Mooca/São Paulo,sale,apartment,-23.570315100000002,-46.575961799999995,vila-prudente,1.371844609697669
320000,740,55,2,1,0,1,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5585178,-46.5948037,belem,1.3274738047578203
480000,0,72,3,1,0,1,1,0,0,0,Mooca/São Paulo,sale,apartment,-23.5587624,-46.5941499,belem,1.3147775987650212
1408000,1600,108,2,3,2,2,0,0,0,0,Brooklin/São Paulo,sale,apartment,-23.6040517,-46.6948844,brooklin,1.8908394155140353
579000,390,63,2,2,1,1,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.622119,-46.686306,brooklin,0.41063636541247855
670000,790,63,2,2,1,2,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.563455899999997,-46.640845899999995,sao-joaquim,0.29617496495014123
540000,1000,75,2,1,0,1,0,0,0,0,Brooklin/São Paulo,sale,apartment,-23.605129,-46.692501,brooklin,1.7230835193244831
1400000,1200,125,3,4,3,3,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.6223085,-46.695617799999994,brooklin,0.9005911819341471
980000,1200,83,1,2,1,1,0,1,1,0,Brooklin/São Paulo,sale,apartment,-23.6099141,-46.68169520000001,eucaliptos,1.4542576403873233
870000,900,97,3,2,1,1,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.611010600000004,-46.6825191,brooklin,1.3564301467677042
1800000,2090,158,2,3,2,2,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.6116456,-46.6787316,eucaliptos,1.1335156452991286
1400000,1850,152,3,3,2,3,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.6122223,-46.6826425,brooklin,1.2684029211836994
640000,880,59,2,2,1,1,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.610830399999998,-46.687323299999996,brooklin,1.2215213704249808
1300000,1900,136,3,3,2,3,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.6075553,-46.691604299999995,brooklin,1.5180386814669036
926012,700,79,2,2,1,2,0,0,0,0,Brooklin/São Paulo,sale,apartment,-23.6251021,-46.693076700000006,brooklin,0.5653445448784333
1260545,1500,105,3,4,3,2,1,0,0,0,Brooklin/São Paulo,sale,apartment,-23.6251021,-46.693076700000006,brooklin,0.5653445448784333
1198000,1450,119,2,2,1,2,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.6000081,-46.687864700000006,brooklin,2.0439308593228933
585000,900,50,1,2,1,1,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.618673899999997,-46.6853961,brooklin,0.6903907642058303
1259000,850,80,2,2,1,1,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.6116403,-46.6926875,brooklin,1.2626675883408771
1770000,2800,180,4,3,2,4,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.610016100000003,-46.681797499999995,brooklin,1.461149530851084
980862,0,100,3,2,1,2,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.5053909,-46.62278320000001,santana,0.3451124062970168
2109500,3400,315,4,6,4,4,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.610753,-46.6811536,eucaliptos,1.3959191499231531
1300000,1200,139,4,2,1,1,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.616549600000003,-46.679257799999995,brooklin,1.258737366773022
800000,1481,76,2,2,1,2,1,0,0,0,Brooklin/São Paulo,sale,apartment,-23.6069955,-46.695159999999994,brooklin,1.7010200015469128
1950000,1600,138,2,3,2,2,0,0,0,0,Brooklin/São Paulo,sale,apartment,-23.617214899999997,-46.6840777,brooklin,0.8588281281183962
1462500,900,128,3,4,3,3,0,0,1,0,Brooklin/São Paulo,sale,apartment,-23.6126842,-46.685187899999995,brooklin,1.1253884621391472
1380000,0,184,3,2,1,2,1,0,0,0,Brooklin/São Paulo,sale,apartment,-23.610039800000003,-46.6825835,brooklin,1.4194732704751392
